"Series","Date","Value"
"Number of reporting bank's electronic data transfer (card swipe) machines at point of sale",2021-09-01,439045
"Number of reporting bank's electronic data transfer (card swipe) machines at point of sale",2021-12-01,440844
"Number of reporting bank's electronic data transfer (card swipe) machines at point of sale",2022-03-01,436743
"Number of reporting bank's electronic data transfer (card swipe) machines at point of sale",2022-06-01,435476
"Number of reporting bank's electronic data transfer (card swipe) machines at point of sale",2022-09-01,436873
"Number of reporting bank's electronic data transfer (card swipe) machines at point of sale",2022-12-01,438824
"Number of reporting bank's electronic data transfer (card swipe) machines at point of sale",2023-03-01,436359
"Number of reporting bank's electronic data transfer (card swipe) machines at point of sale",2023-06-01,499510
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2010-03-01,6617
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2010-06-01,10203
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2010-09-01,9606
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2010-12-01,9907
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2011-03-01,9894
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2011-06-01,8621
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2011-09-01,9310
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2011-12-01,8582
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2012-03-01,7781
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2012-06-01,7196
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2012-09-01,6156
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2012-12-01,5211
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2013-03-01,7656
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2013-06-01,5579
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2013-09-01,5557
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2013-12-01,5078
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2014-03-01,5685
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2014-06-01,5953
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2014-09-01,5158
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2014-12-01,4697
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2015-03-01,6718
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2015-06-01,7080
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2015-09-01,6768
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2015-12-01,6095
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2016-03-01,7291
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2016-06-01,7530
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2016-09-01,8019
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2016-12-01,7481
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2017-03-01,8599
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2017-06-01,9587
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2017-09-01,7523
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2017-12-01,6790
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2018-03-01,8431
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2018-06-01,8330
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2018-09-01,8141
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2018-12-01,7673
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2019-03-01,9056
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2019-06-01,8970
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2019-09-01,8730
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2019-12-01,7972
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2020-03-01,8774
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2020-06-01,5519
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2020-09-01,10628
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2020-12-01,9667
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2021-03-01,12717
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2021-06-01,13120
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2021-09-01,12637
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2021-12-01,12140
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2022-03-01,12083
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2022-06-01,11655
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2022-09-01,11914
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2022-12-01,12896
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2023-03-01,15351
"Number of motor vehicles repossessed by the reporting bank : Passenger cars",2023-06-01,16915
"Commercial vehicles and other",2010-03-01,2230
"Commercial vehicles and other",2010-06-01,2419
"Commercial vehicles and other",2010-09-01,1612
"Commercial vehicles and other",2010-12-01,1793
"Commercial vehicles and other",2011-03-01,2019
"Commercial vehicles and other",2011-06-01,2236
"Commercial vehicles and other",2011-09-01,2321
"Commercial vehicles and other",2011-12-01,2079
"Commercial vehicles and other",2012-03-01,2347
"Commercial vehicles and other",2012-06-01,2156
"Commercial vehicles and other",2012-09-01,2037
"Commercial vehicles and other",2012-12-01,1823
"Commercial vehicles and other",2013-03-01,2207
"Commercial vehicles and other",2013-06-01,1423
"Commercial vehicles and other",2013-09-01,1280
"Commercial vehicles and other",2013-12-01,1203
"Commercial vehicles and other",2014-03-01,1047
"Commercial vehicles and other",2014-06-01,1203
"Commercial vehicles and other",2014-09-01,811
"Commercial vehicles and other",2014-12-01,702
"Commercial vehicles and other",2015-03-01,1434
"Commercial vehicles and other",2015-06-01,1263
"Commercial vehicles and other",2015-09-01,1226
"Commercial vehicles and other",2015-12-01,945
"Commercial vehicles and other",2016-03-01,1486
"Commercial vehicles and other",2016-06-01,1428
"Commercial vehicles and other",2016-09-01,1475
"Commercial vehicles and other",2016-12-01,1138
"Commercial vehicles and other",2017-03-01,1346
"Commercial vehicles and other",2017-06-01,1363
"Commercial vehicles and other",2017-09-01,1071
"Commercial vehicles and other",2017-12-01,995
"Commercial vehicles and other",2018-03-01,1273
"Commercial vehicles and other",2018-06-01,1271
"Commercial vehicles and other",2018-09-01,1190
"Commercial vehicles and other",2018-12-01,908
"Commercial vehicles and other",2019-03-01,1279
"Commercial vehicles and other",2019-06-01,1303
"Commercial vehicles and other",2019-09-01,1396
"Commercial vehicles and other",2019-12-01,1014
"Commercial vehicles and other",2020-03-01,1245
"Commercial vehicles and other",2020-06-01,466
"Commercial vehicles and other",2020-09-01,1512
"Commercial vehicles and other",2020-12-01,1194
"Commercial vehicles and other",2021-03-01,1716
"Commercial vehicles and other",2021-06-01,1231
"Commercial vehicles and other",2021-09-01,1058
"Commercial vehicles and other",2021-12-01,1161
"Commercial vehicles and other",2022-03-01,1075
"Commercial vehicles and other",2022-06-01,1074
"Commercial vehicles and other",2022-09-01,999
"Commercial vehicles and other",2022-12-01,881
"Commercial vehicles and other",2023-03-01,1024
"Commercial vehicles and other",2023-06-01,1513
"Number of properties repossessed by the reporting bank : Residential properties",2010-03-01,3835
"Number of properties repossessed by the reporting bank : Residential properties",2010-06-01,4177
"Number of properties repossessed by the reporting bank : Residential properties",2010-09-01,3350
"Number of properties repossessed by the reporting bank : Residential properties",2010-12-01,3369
"Number of properties repossessed by the reporting bank : Residential properties",2011-03-01,3709
"Number of properties repossessed by the reporting bank : Residential properties",2011-06-01,3805
"Number of properties repossessed by the reporting bank : Residential properties",2011-09-01,3717
"Number of properties repossessed by the reporting bank : Residential properties",2011-12-01,3417
"Number of properties repossessed by the reporting bank : Residential properties",2012-03-01,3099
"Number of properties repossessed by the reporting bank : Residential properties",2012-06-01,8517
"Number of properties repossessed by the reporting bank : Residential properties",2012-09-01,2717
"Number of properties repossessed by the reporting bank : Residential properties",2012-12-01,2679
"Number of properties repossessed by the reporting bank : Residential properties",2013-03-01,2162
"Number of properties repossessed by the reporting bank : Residential properties",2013-06-01,2065
"Number of properties repossessed by the reporting bank : Residential properties",2013-09-01,1475
"Number of properties repossessed by the reporting bank : Residential properties",2013-12-01,1128
"Number of properties repossessed by the reporting bank : Residential properties",2014-03-01,774
"Number of properties repossessed by the reporting bank : Residential properties",2014-06-01,622
"Number of properties repossessed by the reporting bank : Residential properties",2014-09-01,718
"Number of properties repossessed by the reporting bank : Residential properties",2014-12-01,432
"Number of properties repossessed by the reporting bank : Residential properties",2015-03-01,358
"Number of properties repossessed by the reporting bank : Residential properties",2015-06-01,288
"Number of properties repossessed by the reporting bank : Residential properties",2015-09-01,264
"Number of properties repossessed by the reporting bank : Residential properties",2015-12-01,216
"Number of properties repossessed by the reporting bank : Residential properties",2016-03-01,226
"Number of properties repossessed by the reporting bank : Residential properties",2016-06-01,234
"Number of properties repossessed by the reporting bank : Residential properties",2016-09-01,224
"Number of properties repossessed by the reporting bank : Residential properties",2016-12-01,204
"Number of properties repossessed by the reporting bank : Residential properties",2017-03-01,187
"Number of properties repossessed by the reporting bank : Residential properties",2017-06-01,187
"Number of properties repossessed by the reporting bank : Residential properties",2017-09-01,160
"Number of properties repossessed by the reporting bank : Residential properties",2017-12-01,151
"Number of properties repossessed by the reporting bank : Residential properties",2018-03-01,115
"Number of properties repossessed by the reporting bank : Residential properties",2018-06-01,119
"Number of properties repossessed by the reporting bank : Residential properties",2018-09-01,113
"Number of properties repossessed by the reporting bank : Residential properties",2018-12-01,155
"Number of properties repossessed by the reporting bank : Residential properties",2019-03-01,41
"Number of properties repossessed by the reporting bank : Residential properties",2019-06-01,45
"Number of properties repossessed by the reporting bank : Residential properties",2019-09-01,39
"Number of properties repossessed by the reporting bank : Residential properties",2019-12-01,35
"Number of properties repossessed by the reporting bank : Residential properties",2020-03-01,36
"Number of properties repossessed by the reporting bank : Residential properties",2020-06-01,28
"Number of properties repossessed by the reporting bank : Residential properties",2020-09-01,27
"Number of properties repossessed by the reporting bank : Residential properties",2020-12-01,44
"Number of properties repossessed by the reporting bank : Residential properties",2021-03-01,31
"Number of properties repossessed by the reporting bank : Residential properties",2021-06-01,69
"Number of properties repossessed by the reporting bank : Residential properties",2021-09-01,40
"Number of properties repossessed by the reporting bank : Residential properties",2021-12-01,38
"Number of properties repossessed by the reporting bank : Residential properties",2022-03-01,21
"Number of properties repossessed by the reporting bank : Residential properties",2022-06-01,26
"Number of properties repossessed by the reporting bank : Residential properties",2022-09-01,28
"Number of properties repossessed by the reporting bank : Residential properties",2022-12-01,41
"Number of properties repossessed by the reporting bank : Residential properties",2023-03-01,56
"Number of properties repossessed by the reporting bank : Residential properties",2023-06-01,82
"Number of properties repossessed by the reporting bank :  Commercial properties",2010-03-01,29
"Number of properties repossessed by the reporting bank :  Commercial properties",2010-06-01,34
"Number of properties repossessed by the reporting bank :  Commercial properties",2010-09-01,38
"Number of properties repossessed by the reporting bank :  Commercial properties",2010-12-01,35
"Number of properties repossessed by the reporting bank :  Commercial properties",2011-03-01,42
"Number of properties repossessed by the reporting bank :  Commercial properties",2011-06-01,45
"Number of properties repossessed by the reporting bank :  Commercial properties",2011-09-01,55
"Number of properties repossessed by the reporting bank :  Commercial properties",2011-12-01,56
"Number of properties repossessed by the reporting bank :  Commercial properties",2012-03-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2012-06-01,17
"Number of properties repossessed by the reporting bank :  Commercial properties",2012-09-01,13
"Number of properties repossessed by the reporting bank :  Commercial properties",2012-12-01,1
"Number of properties repossessed by the reporting bank :  Commercial properties",2013-03-01,19
"Number of properties repossessed by the reporting bank :  Commercial properties",2013-06-01,1
"Number of properties repossessed by the reporting bank :  Commercial properties",2013-09-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2013-12-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2014-03-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2014-06-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2014-09-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2014-12-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2015-03-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2015-06-01,5
"Number of properties repossessed by the reporting bank :  Commercial properties",2015-09-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2015-12-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2016-03-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2016-06-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2016-09-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2016-12-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2017-03-01,2
"Number of properties repossessed by the reporting bank :  Commercial properties",2017-06-01,19
"Number of properties repossessed by the reporting bank :  Commercial properties",2017-09-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2017-12-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2018-03-01,2
"Number of properties repossessed by the reporting bank :  Commercial properties",2018-06-01,2
"Number of properties repossessed by the reporting bank :  Commercial properties",2018-09-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2018-12-01,2
"Number of properties repossessed by the reporting bank :  Commercial properties",2019-03-01,3
"Number of properties repossessed by the reporting bank :  Commercial properties",2019-06-01,3
"Number of properties repossessed by the reporting bank :  Commercial properties",2019-09-01,3
"Number of properties repossessed by the reporting bank :  Commercial properties",2019-12-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2020-03-01,2
"Number of properties repossessed by the reporting bank :  Commercial properties",2020-06-01,2
"Number of properties repossessed by the reporting bank :  Commercial properties",2020-09-01,0
"Number of properties repossessed by the reporting bank :  Commercial properties",2020-12-01,3
"Number of properties repossessed by the reporting bank :  Commercial properties",2021-03-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2021-06-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2021-09-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2021-12-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2022-03-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2022-06-01,4
"Number of properties repossessed by the reporting bank :  Commercial properties",2022-09-01,3
"Number of properties repossessed by the reporting bank :  Commercial properties",2022-12-01,2
"Number of properties repossessed by the reporting bank :  Commercial properties",2023-03-01,2
"Number of properties repossessed by the reporting bank :  Commercial properties",2023-06-01,2
"Number of loan accounts",2010-03-01,NA
"Number of loan accounts",2010-06-01,NA
"Number of loan accounts",2010-09-01,NA
"Number of loan accounts",2010-12-01,NA
"Number of loan accounts",2011-03-01,NA
"Number of loan accounts",2011-06-01,NA
"Number of loan accounts",2011-09-01,0
"Number of loan accounts",2011-12-01,NA
"Number of loan accounts",2012-03-01,19880236
"Number of loan accounts",2012-06-01,20133520
"Number of loan accounts",2012-09-01,20116811
"Number of loan accounts",2012-12-01,19758483
"Number of loan accounts",2013-03-01,18883359
"Number of loan accounts",2013-06-01,17327401
"Number of loan accounts",2013-09-01,16147597
"Number of loan accounts",2013-12-01,16256236
"Number of loan accounts",2014-03-01,16609764
"Number of loan accounts",2014-06-01,16156485
"Number of loan accounts",2014-09-01,15926198
"Number of loan accounts",2014-12-01,16112844
"Number of loan accounts",2015-03-01,16083719
"Number of loan accounts",2015-06-01,15626918
"Number of loan accounts",2015-09-01,15910083
"Number of loan accounts",2015-12-01,16192851
"Number of loan accounts",2016-03-01,16235649
"Number of loan accounts",2016-06-01,15293213
"Number of loan accounts",2016-09-01,15143068
"Number of loan accounts",2016-12-01,15256924
"Number of loan accounts",2017-03-01,15361366
"Number of loan accounts",2017-06-01,15540490
"Number of loan accounts",2017-09-01,15475262
"Number of loan accounts",2017-12-01,15528282
"Number of loan accounts",2018-03-01,15703909
"Number of loan accounts",2018-06-01,15809507
"Number of loan accounts",2018-09-01,15763121
"Number of loan accounts",2018-12-01,16108257
"Number of loan accounts",2019-03-01,16286366
"Number of loan accounts",2019-06-01,14854144
"Number of loan accounts",2019-09-01,16755125
"Number of loan accounts",2019-12-01,17080169
"Number of loan accounts",2020-03-01,20420961
"Number of loan accounts",2020-06-01,20520085
"Number of loan accounts",2020-09-01,20443934
"Number of loan accounts",2020-12-01,21017173
"Number of loan accounts",2021-03-01,21312147
"Number of loan accounts",2021-06-01,21576076
"Number of loan accounts",2021-09-01,21676154
"Number of loan accounts",2021-12-01,21879481
"Number of loan accounts",2022-03-01,22070578
"Number of loan accounts",2022-06-01,22215835
"Number of loan accounts",2022-09-01,22893967
"Number of loan accounts",2022-12-01,23238879
"Number of loan accounts",2023-03-01,24013447
"Number of loan accounts",2023-06-01,24392951
"Number of customers",2010-03-01,NA
"Number of customers",2010-06-01,NA
"Number of customers",2010-09-01,NA
"Number of customers",2010-12-01,NA
"Number of customers",2011-03-01,NA
"Number of customers",2011-06-01,NA
"Number of customers",2011-09-01,NA
"Number of customers",2011-12-01,NA
"Number of customers",2012-03-01,NA
"Number of customers",2012-06-01,NA
"Number of customers",2012-09-01,NA
"Number of customers",2012-12-01,NA
"Number of customers",2013-03-01,44136966
"Number of customers",2013-06-01,50371777
"Number of customers",2013-09-01,55853693
"Number of customers",2013-12-01,54583902
"Number of customers",2014-03-01,54837866
"Number of customers",2014-06-01,55560679
"Number of customers",2014-09-01,56238075
"Number of customers",2014-12-01,56335164
"Number of customers",2015-03-01,55227497
"Number of customers",2015-06-01,56463745
"Number of customers",2015-09-01,55771828
"Number of customers",2015-12-01,56192365
"Number of customers",2016-03-01,57119865
"Number of customers",2016-06-01,56067301
"Number of customers",2016-09-01,56807947
"Number of customers",2016-12-01,56932332
"Number of customers",2017-03-01,62333729
"Number of customers",2017-06-01,62724540
"Number of customers",2017-09-01,63042871
"Number of customers",2017-12-01,61851914
"Number of customers",2018-03-01,62232447
"Number of customers",2018-06-01,62086345
"Number of customers",2018-09-01,54884330
"Number of customers",2018-12-01,52479039
"Number of customers",2019-03-01,53447995
"Number of customers",2019-06-01,54218169
"Number of customers",2019-09-01,55288386
"Number of customers",2019-12-01,56184474
"Number of customers",2020-03-01,59262621
"Number of customers",2020-06-01,58964799
"Number of customers",2020-09-01,60490934
"Number of customers",2020-12-01,62322872
"Number of customers",2021-03-01,64227715
"Number of customers",2021-06-01,65539645
"Number of customers",2021-09-01,62588411
"Number of customers",2021-12-01,64643440
"Number of customers",2022-03-01,66914519
"Number of customers",2022-06-01,69360350
"Number of customers",2022-09-01,72344777
"Number of customers",2022-12-01,67755231
"Number of customers",2023-03-01,70668611
"Number of customers",2023-06-01,72695186
