"Series","Date","Value"
"Non-profit organisations serving households",2020-01-01,2181434
"Non-profit organisations serving households",2020-02-01,2354583
"Non-profit organisations serving households",2020-03-01,2877490
"Non-profit organisations serving households",2020-04-01,2806403
"Non-profit organisations serving households",2020-05-01,2454514
"Non-profit organisations serving households",2020-06-01,2243216
"Non-profit organisations serving households",2020-07-01,2368544
"Non-profit organisations serving households",2020-08-01,2200611
"Non-profit organisations serving households",2020-09-01,2137883
"Non-profit organisations serving households",2020-10-01,2146528
"Non-profit organisations serving households",2020-11-01,2138603
"Non-profit organisations serving households",2020-12-01,2106058
"Non-profit organisations serving households",2021-01-01,2172680
"Non-profit organisations serving households",2021-02-01,2407637
"Non-profit organisations serving households",2021-03-01,2925432
"Non-profit organisations serving households",2021-04-01,2325560
"Non-profit organisations serving households",2021-05-01,2083094
"Non-profit organisations serving households",2021-06-01,1239184
"Non-profit organisations serving households",2021-07-01,1914645
"Non-profit organisations serving households",2021-08-01,1961117
"Non-profit organisations serving households",2021-09-01,2179660
"Non-profit organisations serving households",2021-10-01,2034259
"Non-profit organisations serving households",2021-11-01,1982966
"Non-profit organisations serving households",2021-12-01,1953708
"Non-profit organisations serving households",2022-01-01,2088235
"Non-profit organisations serving households",2022-02-01,2250941
"Non-profit organisations serving households",2022-03-01,2945552
"Non-profit organisations serving households",2022-04-01,2459636
"Non-profit organisations serving households",2022-05-01,2055498
"Non-profit organisations serving households",2022-06-01,2027843
"Non-profit organisations serving households",2022-07-01,2105766
"Non-profit organisations serving households",2022-08-01,1866369
"Non-profit organisations serving households",2022-09-01,1867831
"Non-profit organisations serving households",2022-10-01,1919537
"Non-profit organisations serving households",2022-11-01,1925982
"Non-profit organisations serving households",2022-12-01,2071966
"Non-profit organisations serving households",2023-01-01,2171077
"Non-profit organisations serving households",2023-02-01,2155419
"Non-profit organisations serving households",2023-03-01,1894962
"Non-profit organisations serving households",2023-04-01,1926104
"Non-profit organisations serving households",2023-05-01,1823350
"Non-profit organisations serving households",2023-06-01,1722846
"Non-profit organisations serving households",2023-07-01,1675599
"Non-profit organisations serving households",2023-08-01,1660832
"Factoring debtors",2008-01-01,0
"Factoring debtors",2008-02-01,0
"Factoring debtors",2008-03-01,0
"Factoring debtors",2008-04-01,0
"Factoring debtors",2008-05-01,0
"Factoring debtors",2008-06-01,0
"Factoring debtors",2008-07-01,0
"Factoring debtors",2008-08-01,0
"Factoring debtors",2008-09-01,0
"Factoring debtors",2008-10-01,0
"Factoring debtors",2008-11-01,0
"Factoring debtors",2008-12-01,0
"Factoring debtors",2009-01-01,0
"Factoring debtors",2009-02-01,0
"Factoring debtors",2009-03-01,0
"Factoring debtors",2009-04-01,0
"Factoring debtors",2009-05-01,0
"Factoring debtors",2009-06-01,0
"Factoring debtors",2009-07-01,0
"Factoring debtors",2009-08-01,0
"Factoring debtors",2009-09-01,0
"Factoring debtors",2009-10-01,0
"Factoring debtors",2009-11-01,0
"Factoring debtors",2009-12-01,0
"Factoring debtors",2010-01-01,0
"Factoring debtors",2010-02-01,0
"Factoring debtors",2010-03-01,0
"Factoring debtors",2010-04-01,0
"Factoring debtors",2010-05-01,0
"Factoring debtors",2010-06-01,0
"Factoring debtors",2010-07-01,0
"Factoring debtors",2010-08-01,0
"Factoring debtors",2010-09-01,0
"Factoring debtors",2010-10-01,0
"Factoring debtors",2010-11-01,0
"Factoring debtors",2010-12-01,0
"Factoring debtors",2011-01-01,2391870
"Factoring debtors",2011-02-01,2488553
"Factoring debtors",2011-03-01,2867194
"Factoring debtors",2011-04-01,2853257
"Factoring debtors",2011-05-01,2801362
"Factoring debtors",2011-06-01,2236189
"Factoring debtors",2011-07-01,2911113
"Factoring debtors",2011-08-01,2929397
"Factoring debtors",2011-09-01,2951037
"Factoring debtors",2011-10-01,2968020
"Factoring debtors",2011-11-01,2988170
"Factoring debtors",2011-12-01,2826195
"Factoring debtors",2012-01-01,3076064
"Factoring debtors",2012-02-01,2874536
"Factoring debtors",2012-03-01,3499319
"Factoring debtors",2012-04-01,2749535
"Factoring debtors",2012-05-01,2746160
"Factoring debtors",2012-06-01,2116459
"Factoring debtors",2012-07-01,1531436
"Factoring debtors",2012-08-01,1583914
"Factoring debtors",2012-09-01,1745678
"Factoring debtors",2012-10-01,1432240
"Factoring debtors",2012-11-01,1553671
"Factoring debtors",2012-12-01,2032357
"Factoring debtors",2013-01-01,1360956
"Factoring debtors",2013-02-01,1525974
"Factoring debtors",2013-03-01,2194931
"Factoring debtors",2013-04-01,1468072
"Factoring debtors",2013-05-01,1559795
"Factoring debtors",2013-06-01,1482474
"Factoring debtors",2013-07-01,1296651
"Factoring debtors",2013-08-01,1364184
"Factoring debtors",2013-09-01,1597652
"Factoring debtors",2013-10-01,1477046
"Factoring debtors",2013-11-01,1828410
"Factoring debtors",2013-12-01,1250540
"Factoring debtors",2014-01-01,1287819
"Factoring debtors",2014-02-01,1350454
"Factoring debtors",2014-03-01,1664077
"Factoring debtors",2014-04-01,1387269
"Factoring debtors",2014-05-01,1491344
"Factoring debtors",2014-06-01,1549589
"Factoring debtors",2014-07-01,1525974
"Factoring debtors",2014-08-01,1528739
"Factoring debtors",2014-09-01,1522406
"Factoring debtors",2014-10-01,1418926
"Factoring debtors",2014-11-01,1689025
"Factoring debtors",2014-12-01,1395443
"Factoring debtors",2015-01-01,1421908
"Factoring debtors",2015-02-01,1531046
"Factoring debtors",2015-03-01,1889280
"Factoring debtors",2015-04-01,1489616
"Factoring debtors",2015-05-01,1565132
"Factoring debtors",2015-06-01,1545574
"Factoring debtors",2015-07-01,1438538
"Factoring debtors",2015-08-01,1583374
"Factoring debtors",2015-09-01,1774719
"Factoring debtors",2015-10-01,1859981
"Factoring debtors",2015-11-01,2110193
"Factoring debtors",2015-12-01,1736176
"Factoring debtors",2016-01-01,1949403
"Factoring debtors",2016-02-01,1772583
"Factoring debtors",2016-03-01,2157947
"Factoring debtors",2016-04-01,1990358
"Factoring debtors",2016-05-01,1963670
"Factoring debtors",2016-06-01,1995959
"Factoring debtors",2016-07-01,2063469
"Factoring debtors",2016-08-01,2090808
"Factoring debtors",2016-09-01,2137106
"Factoring debtors",2016-10-01,2147135
"Factoring debtors",2016-11-01,2263469
"Factoring debtors",2016-12-01,2079952
"Factoring debtors",2017-01-01,1795569
"Factoring debtors",2017-02-01,1871343
"Factoring debtors",2017-03-01,2352694
"Factoring debtors",2017-04-01,1942072
"Factoring debtors",2017-05-01,2009879
"Factoring debtors",2017-06-01,2298240
"Factoring debtors",2017-07-01,2061152
"Factoring debtors",2017-08-01,2280856
"Factoring debtors",2017-09-01,2406236
"Factoring debtors",2017-10-01,2243922
"Factoring debtors",2017-11-01,2293988
"Factoring debtors",2017-12-01,1418926
"Factoring debtors",2018-01-01,1565507
"Factoring debtors",2018-02-01,1565507
"Factoring debtors",2018-03-01,1385679
"Factoring debtors",2018-04-01,1831901
"Factoring debtors",2018-05-01,1869800
"Factoring debtors",2018-06-01,2861628
"Factoring debtors",2018-07-01,2966434
"Factoring debtors",2018-08-01,3033730
"Factoring debtors",2018-09-01,3005378
"Factoring debtors",2018-10-01,2935375
"Factoring debtors",2018-11-01,2966330
"Factoring debtors",2018-12-01,2851805
"Factoring debtors",2019-01-01,2851805
"Factoring debtors",2019-02-01,2756613
"Factoring debtors",2019-03-01,2828055
"Factoring debtors",2019-04-01,2828055
"Factoring debtors",2019-05-01,2450337
"Factoring debtors",2019-06-01,2830151
"Factoring debtors",2019-07-01,2911671
"Factoring debtors",2019-08-01,3210759
"Factoring debtors",2019-09-01,3271186
"Factoring debtors",2019-10-01,3385618
"Factoring debtors",2019-11-01,2998674
"Factoring debtors",2019-12-01,3259007
"Factoring debtors",2020-01-01,3123579
"Factoring debtors",2020-02-01,3218253
"Factoring debtors",2020-03-01,3287775
"Factoring debtors",2020-04-01,2846915
"Factoring debtors",2020-05-01,2296634
"Factoring debtors",2020-06-01,2599103
"Factoring debtors",2020-07-01,2575674
"Factoring debtors",2020-08-01,2593867
"Factoring debtors",2020-09-01,2420314
"Factoring debtors",2020-10-01,2420850
"Factoring debtors",2020-11-01,2529261
"Factoring debtors",2020-12-01,2715316
"Factoring debtors",2021-01-01,2244270
"Factoring debtors",2021-02-01,2403646
"Factoring debtors",2021-03-01,2708642
"Factoring debtors",2021-04-01,2601227
"Factoring debtors",2021-05-01,2654774
"Factoring debtors",2021-06-01,2637115
"Factoring debtors",2021-07-01,2740529
"Factoring debtors",2021-08-01,2866892
"Factoring debtors",2021-09-01,3259026
"Factoring debtors",2021-10-01,3094469
"Factoring debtors",2021-11-01,2855388
"Factoring debtors",2021-12-01,2993099
"Factoring debtors",2022-01-01,2634272
"Factoring debtors",2022-02-01,2947742
"Factoring debtors",2022-03-01,3013602
"Factoring debtors",2022-04-01,3114890
"Factoring debtors",2022-05-01,3114890
"Factoring debtors",2022-06-01,3597216
"Factoring debtors",2022-07-01,3528437
"Factoring debtors",2022-08-01,3607297
"Factoring debtors",2022-09-01,3607297
"Factoring debtors",2022-10-01,4486005
"Factoring debtors",2022-11-01,4203157
"Factoring debtors",2022-12-01,3827722
"Factoring debtors",2023-01-01,3647458
"Factoring debtors",2023-02-01,3815516
"Factoring debtors",2023-03-01,4098727
"Factoring debtors",2023-04-01,4295498
"Factoring debtors",2023-05-01,4427210
"Factoring debtors",2023-06-01,4747023
"Factoring debtors",2023-07-01,4655117
"Factoring debtors",2023-08-01,4833686
"Other loans and advances: (total of items 189 to 193)",2008-01-01,65112718
"Other loans and advances: (total of items 189 to 193)",2008-02-01,62297537
"Other loans and advances: (total of items 189 to 193)",2008-03-01,69709891
"Other loans and advances: (total of items 189 to 193)",2008-04-01,68323747
"Other loans and advances: (total of items 189 to 193)",2008-05-01,73760765
"Other loans and advances: (total of items 189 to 193)",2008-06-01,84833786
"Other loans and advances: (total of items 189 to 193)",2008-07-01,82958026
"Other loans and advances: (total of items 189 to 193)",2008-08-01,77955627
"Other loans and advances: (total of items 189 to 193)",2008-09-01,77584029
"Other loans and advances: (total of items 189 to 193)",2008-10-01,87801910
"Other loans and advances: (total of items 189 to 193)",2008-11-01,87404355
"Other loans and advances: (total of items 189 to 193)",2008-12-01,82399742
"Other loans and advances: (total of items 189 to 193)",2009-01-01,89585236
"Other loans and advances: (total of items 189 to 193)",2009-02-01,85787661
"Other loans and advances: (total of items 189 to 193)",2009-03-01,83905546
"Other loans and advances: (total of items 189 to 193)",2009-04-01,84870562
"Other loans and advances: (total of items 189 to 193)",2009-05-01,70415397
"Other loans and advances: (total of items 189 to 193)",2009-06-01,81862995
"Other loans and advances: (total of items 189 to 193)",2009-07-01,83011766
"Other loans and advances: (total of items 189 to 193)",2009-08-01,86859173
"Other loans and advances: (total of items 189 to 193)",2009-09-01,83576363
"Other loans and advances: (total of items 189 to 193)",2009-10-01,82234695
"Other loans and advances: (total of items 189 to 193)",2009-11-01,81153834
"Other loans and advances: (total of items 189 to 193)",2009-12-01,75936857
"Other loans and advances: (total of items 189 to 193)",2010-01-01,77502465
"Other loans and advances: (total of items 189 to 193)",2010-02-01,78547477
"Other loans and advances: (total of items 189 to 193)",2010-03-01,75931374
"Other loans and advances: (total of items 189 to 193)",2010-04-01,76105151
"Other loans and advances: (total of items 189 to 193)",2010-05-01,82911174
"Other loans and advances: (total of items 189 to 193)",2010-06-01,81460535
"Other loans and advances: (total of items 189 to 193)",2010-07-01,75885116
"Other loans and advances: (total of items 189 to 193)",2010-08-01,73701069
"Other loans and advances: (total of items 189 to 193)",2010-09-01,75936833
"Other loans and advances: (total of items 189 to 193)",2010-10-01,70115303
"Other loans and advances: (total of items 189 to 193)",2010-11-01,70429395
"Other loans and advances: (total of items 189 to 193)",2010-12-01,75501028
"Other loans and advances: (total of items 189 to 193)",2011-01-01,82135399
"Other loans and advances: (total of items 189 to 193)",2011-02-01,79805701
"Other loans and advances: (total of items 189 to 193)",2011-03-01,75591060
"Other loans and advances: (total of items 189 to 193)",2011-04-01,82194557
"Other loans and advances: (total of items 189 to 193)",2011-05-01,73908885
"Other loans and advances: (total of items 189 to 193)",2011-06-01,71823439
"Other loans and advances: (total of items 189 to 193)",2011-07-01,73671291
"Other loans and advances: (total of items 189 to 193)",2011-08-01,81620392
"Other loans and advances: (total of items 189 to 193)",2011-09-01,83184365
"Other loans and advances: (total of items 189 to 193)",2011-10-01,82156126
"Other loans and advances: (total of items 189 to 193)",2011-11-01,77206327
"Other loans and advances: (total of items 189 to 193)",2011-12-01,80767308
"Other loans and advances: (total of items 189 to 193)",2012-01-01,81370386
"Other loans and advances: (total of items 189 to 193)",2012-02-01,85818717
"Other loans and advances: (total of items 189 to 193)",2012-03-01,91907869
"Other loans and advances: (total of items 189 to 193)",2012-04-01,86034356
"Other loans and advances: (total of items 189 to 193)",2012-05-01,81438347
"Other loans and advances: (total of items 189 to 193)",2012-06-01,82747269
"Other loans and advances: (total of items 189 to 193)",2012-07-01,84752286
"Other loans and advances: (total of items 189 to 193)",2012-08-01,87638237
"Other loans and advances: (total of items 189 to 193)",2012-09-01,93500914
"Other loans and advances: (total of items 189 to 193)",2012-10-01,94310781
"Other loans and advances: (total of items 189 to 193)",2012-11-01,95096746
"Other loans and advances: (total of items 189 to 193)",2012-12-01,112704823
"Other loans and advances: (total of items 189 to 193)",2013-01-01,109439936
"Other loans and advances: (total of items 189 to 193)",2013-02-01,107694386
"Other loans and advances: (total of items 189 to 193)",2013-03-01,114133736
"Other loans and advances: (total of items 189 to 193)",2013-04-01,111703720
"Other loans and advances: (total of items 189 to 193)",2013-05-01,116266602
"Other loans and advances: (total of items 189 to 193)",2013-06-01,118426188
"Other loans and advances: (total of items 189 to 193)",2013-07-01,115746108
"Other loans and advances: (total of items 189 to 193)",2013-08-01,118162983
"Other loans and advances: (total of items 189 to 193)",2013-09-01,118206531
"Other loans and advances: (total of items 189 to 193)",2013-10-01,117424431
"Other loans and advances: (total of items 189 to 193)",2013-11-01,120612470
"Other loans and advances: (total of items 189 to 193)",2013-12-01,125746720
"Other loans and advances: (total of items 189 to 193)",2014-01-01,128072266
"Other loans and advances: (total of items 189 to 193)",2014-02-01,125053686
"Other loans and advances: (total of items 189 to 193)",2014-03-01,123253599
"Other loans and advances: (total of items 189 to 193)",2014-04-01,122462741
"Other loans and advances: (total of items 189 to 193)",2014-05-01,120887955
"Other loans and advances: (total of items 189 to 193)",2014-06-01,119169153
"Other loans and advances: (total of items 189 to 193)",2014-07-01,129335446
"Other loans and advances: (total of items 189 to 193)",2014-08-01,129813052
"Other loans and advances: (total of items 189 to 193)",2014-09-01,127210968
"Other loans and advances: (total of items 189 to 193)",2014-10-01,125988926
"Other loans and advances: (total of items 189 to 193)",2014-11-01,134335333
"Other loans and advances: (total of items 189 to 193)",2014-12-01,132442110
"Other loans and advances: (total of items 189 to 193)",2015-01-01,143986545
"Other loans and advances: (total of items 189 to 193)",2015-02-01,145503441
"Other loans and advances: (total of items 189 to 193)",2015-03-01,154494519
"Other loans and advances: (total of items 189 to 193)",2015-04-01,154421411
"Other loans and advances: (total of items 189 to 193)",2015-05-01,145868393
"Other loans and advances: (total of items 189 to 193)",2015-06-01,145067644
"Other loans and advances: (total of items 189 to 193)",2015-07-01,156428901
"Other loans and advances: (total of items 189 to 193)",2015-08-01,157989490
"Other loans and advances: (total of items 189 to 193)",2015-09-01,157989317
"Other loans and advances: (total of items 189 to 193)",2015-10-01,158467037
"Other loans and advances: (total of items 189 to 193)",2015-11-01,164196690
"Other loans and advances: (total of items 189 to 193)",2015-12-01,161119092
"Other loans and advances: (total of items 189 to 193)",2016-01-01,174367104
"Other loans and advances: (total of items 189 to 193)",2016-02-01,177069183
"Other loans and advances: (total of items 189 to 193)",2016-03-01,185400785
"Other loans and advances: (total of items 189 to 193)",2016-04-01,180131140
"Other loans and advances: (total of items 189 to 193)",2016-05-01,178470998
"Other loans and advances: (total of items 189 to 193)",2016-06-01,179316724
"Other loans and advances: (total of items 189 to 193)",2016-07-01,183628275
"Other loans and advances: (total of items 189 to 193)",2016-08-01,183620346
"Other loans and advances: (total of items 189 to 193)",2016-09-01,182738938
"Other loans and advances: (total of items 189 to 193)",2016-10-01,176330396
"Other loans and advances: (total of items 189 to 193)",2016-11-01,174221748
"Other loans and advances: (total of items 189 to 193)",2016-12-01,179623788
"Other loans and advances: (total of items 189 to 193)",2017-01-01,183016584
"Other loans and advances: (total of items 189 to 193)",2017-02-01,187256579
"Other loans and advances: (total of items 189 to 193)",2017-03-01,186460981
"Other loans and advances: (total of items 189 to 193)",2017-04-01,186041032
"Other loans and advances: (total of items 189 to 193)",2017-05-01,196296810
"Other loans and advances: (total of items 189 to 193)",2017-06-01,194484605
"Other loans and advances: (total of items 189 to 193)",2017-07-01,193014383
"Other loans and advances: (total of items 189 to 193)",2017-08-01,191981370
"Other loans and advances: (total of items 189 to 193)",2017-09-01,201943045
"Other loans and advances: (total of items 189 to 193)",2017-10-01,205663116
"Other loans and advances: (total of items 189 to 193)",2017-11-01,210862932
"Other loans and advances: (total of items 189 to 193)",2017-12-01,211251154
"Other loans and advances: (total of items 189 to 193)",2018-01-01,217646417
"Other loans and advances: (total of items 189 to 193)",2018-02-01,211344806
"Other loans and advances: (total of items 189 to 193)",2018-03-01,225519449
"Other loans and advances: (total of items 189 to 193)",2018-04-01,208825022
"Other loans and advances: (total of items 189 to 193)",2018-05-01,205858067
"Other loans and advances: (total of items 189 to 193)",2018-06-01,223028240
"Other loans and advances: (total of items 189 to 193)",2018-07-01,209999076
"Other loans and advances: (total of items 189 to 193)",2018-08-01,234773318
"Other loans and advances: (total of items 189 to 193)",2018-09-01,229411145
"Other loans and advances: (total of items 189 to 193)",2018-10-01,222171799
"Other loans and advances: (total of items 189 to 193)",2018-11-01,224166805
"Other loans and advances: (total of items 189 to 193)",2018-12-01,234364120
"Other loans and advances: (total of items 189 to 193)",2019-01-01,234334455
"Other loans and advances: (total of items 189 to 193)",2019-02-01,246321277
"Other loans and advances: (total of items 189 to 193)",2019-03-01,249303623
"Other loans and advances: (total of items 189 to 193)",2019-04-01,260869974
"Other loans and advances: (total of items 189 to 193)",2019-05-01,254770807
"Other loans and advances: (total of items 189 to 193)",2019-06-01,251176743
"Other loans and advances: (total of items 189 to 193)",2019-07-01,247061614
"Other loans and advances: (total of items 189 to 193)",2019-08-01,249307329
"Other loans and advances: (total of items 189 to 193)",2019-09-01,243229873
"Other loans and advances: (total of items 189 to 193)",2019-10-01,246763397
"Other loans and advances: (total of items 189 to 193)",2019-11-01,246037715
"Other loans and advances: (total of items 189 to 193)",2019-12-01,251827255
"Other loans and advances: (total of items 189 to 193)",2020-01-01,247044202
"Other loans and advances: (total of items 189 to 193)",2020-02-01,247379350
"Other loans and advances: (total of items 189 to 193)",2020-03-01,265245034
"Other loans and advances: (total of items 189 to 193)",2020-04-01,270484766
"Other loans and advances: (total of items 189 to 193)",2020-05-01,264061906
"Other loans and advances: (total of items 189 to 193)",2020-06-01,262786542
"Other loans and advances: (total of items 189 to 193)",2020-07-01,267223208
"Other loans and advances: (total of items 189 to 193)",2020-08-01,272298233
"Other loans and advances: (total of items 189 to 193)",2020-09-01,270998481
"Other loans and advances: (total of items 189 to 193)",2020-10-01,269871141
"Other loans and advances: (total of items 189 to 193)",2020-11-01,274762851
"Other loans and advances: (total of items 189 to 193)",2020-12-01,274061392
"Other loans and advances: (total of items 189 to 193)",2021-01-01,273213547
"Other loans and advances: (total of items 189 to 193)",2021-02-01,274279523
"Other loans and advances: (total of items 189 to 193)",2021-03-01,274929176
"Other loans and advances: (total of items 189 to 193)",2021-04-01,275301733
"Other loans and advances: (total of items 189 to 193)",2021-05-01,260375899
"Other loans and advances: (total of items 189 to 193)",2021-06-01,254660706
"Other loans and advances: (total of items 189 to 193)",2021-07-01,255539751
"Other loans and advances: (total of items 189 to 193)",2021-08-01,260054982
"Other loans and advances: (total of items 189 to 193)",2021-09-01,257406308
"Other loans and advances: (total of items 189 to 193)",2021-10-01,257876435
"Other loans and advances: (total of items 189 to 193)",2021-11-01,278195557
"Other loans and advances: (total of items 189 to 193)",2021-12-01,278120516
"Other loans and advances: (total of items 189 to 193)",2022-01-01,272775056
"Other loans and advances: (total of items 189 to 193)",2022-02-01,272961461
"Other loans and advances: (total of items 189 to 193)",2022-03-01,272724562
"Other loans and advances: (total of items 189 to 193)",2022-04-01,269924756
"Other loans and advances: (total of items 189 to 193)",2022-05-01,281929911
"Other loans and advances: (total of items 189 to 193)",2022-06-01,297267810
"Other loans and advances: (total of items 189 to 193)",2022-07-01,307350087
"Other loans and advances: (total of items 189 to 193)",2022-08-01,317218511
"Other loans and advances: (total of items 189 to 193)",2022-09-01,314136399
"Other loans and advances: (total of items 189 to 193)",2022-10-01,315160650
"Other loans and advances: (total of items 189 to 193)",2022-11-01,323826081
"Other loans and advances: (total of items 189 to 193)",2022-12-01,318326955
"Other loans and advances: (total of items 189 to 193)",2023-01-01,321289265
"Other loans and advances: (total of items 189 to 193)",2023-02-01,307436542
"Other loans and advances: (total of items 189 to 193)",2023-03-01,305312408
"Other loans and advances: (total of items 189 to 193)",2023-04-01,295534079
"Other loans and advances: (total of items 189 to 193)",2023-05-01,298743102
"Other loans and advances: (total of items 189 to 193)",2023-06-01,306519967
"Other loans and advances: (total of items 189 to 193)",2023-07-01,312612116
"Other loans and advances: (total of items 189 to 193)",2023-08-01,328718383
"Financial corporate sector-4",2008-01-01,21097061
"Financial corporate sector-4",2008-02-01,15658594
"Financial corporate sector-4",2008-03-01,21134489
"Financial corporate sector-4",2008-04-01,20092493
"Financial corporate sector-4",2008-05-01,22996715
"Financial corporate sector-4",2008-06-01,32800585
"Financial corporate sector-4",2008-07-01,32507961
"Financial corporate sector-4",2008-08-01,27342188
"Financial corporate sector-4",2008-09-01,24652149
"Financial corporate sector-4",2008-10-01,28805021
"Financial corporate sector-4",2008-11-01,28486680
"Financial corporate sector-4",2008-12-01,23637872
"Financial corporate sector-4",2009-01-01,28781302
"Financial corporate sector-4",2009-02-01,24444165
"Financial corporate sector-4",2009-03-01,22965538
"Financial corporate sector-4",2009-04-01,22513722
"Financial corporate sector-4",2009-05-01,11456967
"Financial corporate sector-4",2009-06-01,22116204
"Financial corporate sector-4",2009-07-01,22758829
"Financial corporate sector-4",2009-08-01,26550356
"Financial corporate sector-4",2009-09-01,25739038
"Financial corporate sector-4",2009-10-01,25107371
"Financial corporate sector-4",2009-11-01,25469450
"Financial corporate sector-4",2009-12-01,22896046
"Financial corporate sector-4",2010-01-01,22846700
"Financial corporate sector-4",2010-02-01,23568309
"Financial corporate sector-4",2010-03-01,23077615
"Financial corporate sector-4",2010-04-01,22102152
"Financial corporate sector-4",2010-05-01,26025223
"Financial corporate sector-4",2010-06-01,24095129
"Financial corporate sector-4",2010-07-01,17887830
"Financial corporate sector-4",2010-08-01,16210865
"Financial corporate sector-4",2010-09-01,19638793
"Financial corporate sector-4",2010-10-01,14121742
"Financial corporate sector-4",2010-11-01,13637606
"Financial corporate sector-4",2010-12-01,19054063
"Financial corporate sector-4",2011-01-01,23672608
"Financial corporate sector-4",2011-02-01,24977600
"Financial corporate sector-4",2011-03-01,21321064
"Financial corporate sector-4",2011-04-01,26364307
"Financial corporate sector-4",2011-05-01,23422696
"Financial corporate sector-4",2011-06-01,18335192
"Financial corporate sector-4",2011-07-01,23533204
"Financial corporate sector-4",2011-08-01,29090686
"Financial corporate sector-4",2011-09-01,26580250
"Financial corporate sector-4",2011-10-01,24462789
"Financial corporate sector-4",2011-11-01,21092260
"Financial corporate sector-4",2011-12-01,21269216
"Financial corporate sector-4",2012-01-01,22238712
"Financial corporate sector-4",2012-02-01,25820446
"Financial corporate sector-4",2012-03-01,27750440
"Financial corporate sector-4",2012-04-01,22969212
"Financial corporate sector-4",2012-05-01,22275844
"Financial corporate sector-4",2012-06-01,26285878
"Financial corporate sector-4",2012-07-01,27616388
"Financial corporate sector-4",2012-08-01,29467869
"Financial corporate sector-4",2012-09-01,33681298
"Financial corporate sector-4",2012-10-01,37459233
"Financial corporate sector-4",2012-11-01,33533331
"Financial corporate sector-4",2012-12-01,39432300
"Financial corporate sector-4",2013-01-01,40753748
"Financial corporate sector-4",2013-02-01,37438804
"Financial corporate sector-4",2013-03-01,41656207
"Financial corporate sector-4",2013-04-01,40198289
"Financial corporate sector-4",2013-05-01,42072725
"Financial corporate sector-4",2013-06-01,39453251
"Financial corporate sector-4",2013-07-01,38676443
"Financial corporate sector-4",2013-08-01,37590245
"Financial corporate sector-4",2013-09-01,36722750
"Financial corporate sector-4",2013-10-01,37393094
"Financial corporate sector-4",2013-11-01,41886196
"Financial corporate sector-4",2013-12-01,43582774
"Financial corporate sector-4",2014-01-01,45556539
"Financial corporate sector-4",2014-02-01,42007307
"Financial corporate sector-4",2014-03-01,42023205
"Financial corporate sector-4",2014-04-01,39461534
"Financial corporate sector-4",2014-05-01,36979236
"Financial corporate sector-4",2014-06-01,36939720
"Financial corporate sector-4",2014-07-01,43893295
"Financial corporate sector-4",2014-08-01,44749439
"Financial corporate sector-4",2014-09-01,41150309
"Financial corporate sector-4",2014-10-01,41961324
"Financial corporate sector-4",2014-11-01,49811495
"Financial corporate sector-4",2014-12-01,47068551
"Financial corporate sector-4",2015-01-01,53551833
"Financial corporate sector-4",2015-02-01,54183797
"Financial corporate sector-4",2015-03-01,56061239
"Financial corporate sector-4",2015-04-01,55815497
"Financial corporate sector-4",2015-05-01,54982865
"Financial corporate sector-4",2015-06-01,55347074
"Financial corporate sector-4",2015-07-01,63172129
"Financial corporate sector-4",2015-08-01,64862176
"Financial corporate sector-4",2015-09-01,62300426
"Financial corporate sector-4",2015-10-01,62255429
"Financial corporate sector-4",2015-11-01,68063306
"Financial corporate sector-4",2015-12-01,63597522
"Financial corporate sector-4",2016-01-01,67248518
"Financial corporate sector-4",2016-02-01,64471442
"Financial corporate sector-4",2016-03-01,69601039
"Financial corporate sector-4",2016-04-01,67331012
"Financial corporate sector-4",2016-05-01,67409655
"Financial corporate sector-4",2016-06-01,67239297
"Financial corporate sector-4",2016-07-01,66307770
"Financial corporate sector-4",2016-08-01,66746524
"Financial corporate sector-4",2016-09-01,67404144
"Financial corporate sector-4",2016-10-01,63177797
"Financial corporate sector-4",2016-11-01,62412428
"Financial corporate sector-4",2016-12-01,65640525
"Financial corporate sector-4",2017-01-01,68838638
"Financial corporate sector-4",2017-02-01,70785485
"Financial corporate sector-4",2017-03-01,70468336
"Financial corporate sector-4",2017-04-01,72409737
"Financial corporate sector-4",2017-05-01,78398231
"Financial corporate sector-4",2017-06-01,75947743
"Financial corporate sector-4",2017-07-01,75708610
"Financial corporate sector-4",2017-08-01,76384366
"Financial corporate sector-4",2017-09-01,78199403
"Financial corporate sector-4",2017-10-01,80653108
"Financial corporate sector-4",2017-11-01,84889563
"Financial corporate sector-4",2017-12-01,85903799
"Financial corporate sector-4",2018-01-01,85872911
"Financial corporate sector-4",2018-02-01,78964837
"Financial corporate sector-4",2018-03-01,85120627
"Financial corporate sector-4",2018-04-01,73845005
"Financial corporate sector-4",2018-05-01,71327625
"Financial corporate sector-4",2018-06-01,78874360
"Financial corporate sector-4",2018-07-01,73323059
"Financial corporate sector-4",2018-08-01,78626318
"Financial corporate sector-4",2018-09-01,78119846
"Financial corporate sector-4",2018-10-01,77779755
"Financial corporate sector-4",2018-11-01,78851454
"Financial corporate sector-4",2018-12-01,89417514
"Financial corporate sector-4",2019-01-01,87219798
"Financial corporate sector-4",2019-02-01,95841982
"Financial corporate sector-4",2019-03-01,98484665
"Financial corporate sector-4",2019-04-01,106809196
"Financial corporate sector-4",2019-05-01,100701662
"Financial corporate sector-4",2019-06-01,100049805
"Financial corporate sector-4",2019-07-01,94074122
"Financial corporate sector-4",2019-08-01,95319740
