"Series","Date","Value"
"Households-1",2018-01-01,33362549
"Households-1",2018-02-01,33336341
"Households-1",2018-03-01,32957011
"Households-1",2018-04-01,32898411
"Households-1",2018-05-01,33187699
"Households-1",2018-06-01,33299086
"Households-1",2018-07-01,33472178
"Households-1",2018-08-01,33522912
"Households-1",2018-09-01,33713955
"Households-1",2018-10-01,33867673
"Households-1",2018-11-01,33960589
"Households-1",2018-12-01,34008054
"Households-1",2019-01-01,34786913
"Households-1",2019-02-01,35174831
"Households-1",2019-03-01,35305454
"Households-1",2019-04-01,35253287
"Households-1",2019-05-01,35395936
"Households-1",2019-06-01,35731412
"Households-1",2019-07-01,35883398
"Households-1",2019-08-01,36125410
"Households-1",2019-09-01,36533671
"Households-1",2019-10-01,36828122
"Households-1",2019-11-01,37209673
"Households-1",2019-12-01,37348853
"Households-1",2020-01-01,38106072
"Households-1",2020-02-01,38512748
"Households-1",2020-03-01,38712751
"Households-1",2020-04-01,38388729
"Households-1",2020-05-01,38554805
"Households-1",2020-06-01,38472131
"Households-1",2020-07-01,38392278
"Households-1",2020-08-01,38953674
"Households-1",2020-09-01,39265939
"Households-1",2020-10-01,39442051
"Households-1",2020-11-01,39651430
"Households-1",2020-12-01,39773615
"Households-1",2021-01-01,40069295
"Households-1",2021-02-01,40011320
"Households-1",2021-03-01,40348079
"Households-1",2021-04-01,40403319
"Households-1",2021-05-01,40435374
"Households-1",2021-06-01,40522075
"Households-1",2021-07-01,40450148
"Households-1",2021-08-01,40697762
"Households-1",2021-09-01,40092207
"Households-1",2021-10-01,40121630
"Households-1",2021-11-01,40277478
"Households-1",2021-12-01,40175731
"Households-1",2022-01-01,40536769
"Households-1",2022-02-01,41005104
"Households-1",2022-03-01,40997653
"Households-1",2022-04-01,41183993
"Households-1",2022-05-01,40861248
"Households-1",2022-06-01,40759483
"Households-1",2022-07-01,40972598
"Households-1",2022-08-01,41720416
"Households-1",2022-09-01,42002161
"Households-1",2022-10-01,42441435
"Households-1",2022-11-01,42396073
"Households-1",2022-12-01,36818929
"Households-1",2023-01-01,48535906
"Households-1",2023-02-01,49081204
"Households-1",2023-03-01,49117623
"Households-1",2023-04-01,49071328
"Households-1",2023-05-01,49038490
"Households-1",2023-06-01,48845902
"Households-1",2023-07-01,48470613
"Households-1",2023-08-01,48464949
"Non-profit organisations serving households-1",2008-01-01,36910
"Non-profit organisations serving households-1",2008-02-01,35184
"Non-profit organisations serving households-1",2008-03-01,35584
"Non-profit organisations serving households-1",2008-04-01,35030
"Non-profit organisations serving households-1",2008-05-01,36075
"Non-profit organisations serving households-1",2008-06-01,35286
"Non-profit organisations serving households-1",2008-07-01,39732
"Non-profit organisations serving households-1",2008-08-01,41476
"Non-profit organisations serving households-1",2008-09-01,38902
"Non-profit organisations serving households-1",2008-10-01,40734
"Non-profit organisations serving households-1",2008-11-01,55176
"Non-profit organisations serving households-1",2008-12-01,62161
"Non-profit organisations serving households-1",2009-01-01,62021
"Non-profit organisations serving households-1",2009-02-01,60308
"Non-profit organisations serving households-1",2009-03-01,59499
"Non-profit organisations serving households-1",2009-04-01,60634
"Non-profit organisations serving households-1",2009-05-01,59208
"Non-profit organisations serving households-1",2009-06-01,62123
"Non-profit organisations serving households-1",2009-07-01,58897
"Non-profit organisations serving households-1",2009-08-01,60655
"Non-profit organisations serving households-1",2009-09-01,60793
"Non-profit organisations serving households-1",2009-10-01,59969
"Non-profit organisations serving households-1",2009-11-01,52306
"Non-profit organisations serving households-1",2009-12-01,54398
"Non-profit organisations serving households-1",2010-01-01,54899
"Non-profit organisations serving households-1",2010-02-01,52059
"Non-profit organisations serving households-1",2010-03-01,49192
"Non-profit organisations serving households-1",2010-04-01,49348
"Non-profit organisations serving households-1",2010-05-01,49971
"Non-profit organisations serving households-1",2010-06-01,55749
"Non-profit organisations serving households-1",2010-07-01,54580
"Non-profit organisations serving households-1",2010-08-01,52969
"Non-profit organisations serving households-1",2010-09-01,52074
"Non-profit organisations serving households-1",2010-10-01,53029
"Non-profit organisations serving households-1",2010-11-01,52866
"Non-profit organisations serving households-1",2010-12-01,51759
"Non-profit organisations serving households-1",2011-01-01,50291
"Non-profit organisations serving households-1",2011-02-01,55595
"Non-profit organisations serving households-1",2011-03-01,56356
"Non-profit organisations serving households-1",2011-04-01,56301
"Non-profit organisations serving households-1",2011-05-01,58265
"Non-profit organisations serving households-1",2011-06-01,56817
"Non-profit organisations serving households-1",2011-07-01,56724
"Non-profit organisations serving households-1",2011-08-01,49746
"Non-profit organisations serving households-1",2011-09-01,53820
"Non-profit organisations serving households-1",2011-10-01,60079
"Non-profit organisations serving households-1",2011-11-01,58774
"Non-profit organisations serving households-1",2011-12-01,58063
"Non-profit organisations serving households-1",2012-01-01,58973
"Non-profit organisations serving households-1",2012-02-01,54527
"Non-profit organisations serving households-1",2012-03-01,52965
"Non-profit organisations serving households-1",2012-04-01,51837
"Non-profit organisations serving households-1",2012-05-01,58817
"Non-profit organisations serving households-1",2012-06-01,55813
"Non-profit organisations serving households-1",2012-07-01,52953
"Non-profit organisations serving households-1",2012-08-01,50880
"Non-profit organisations serving households-1",2012-09-01,55296
"Non-profit organisations serving households-1",2012-10-01,54598
"Non-profit organisations serving households-1",2012-11-01,55532
"Non-profit organisations serving households-1",2012-12-01,52976
"Non-profit organisations serving households-1",2013-01-01,53089
"Non-profit organisations serving households-1",2013-02-01,53673
"Non-profit organisations serving households-1",2013-03-01,58484
"Non-profit organisations serving households-1",2013-04-01,61465
"Non-profit organisations serving households-1",2013-05-01,60298
"Non-profit organisations serving households-1",2013-06-01,59900
"Non-profit organisations serving households-1",2013-07-01,56604
"Non-profit organisations serving households-1",2013-08-01,55017
"Non-profit organisations serving households-1",2013-09-01,57692
"Non-profit organisations serving households-1",2013-10-01,58985
"Non-profit organisations serving households-1",2013-11-01,58137
"Non-profit organisations serving households-1",2013-12-01,57794
"Non-profit organisations serving households-1",2014-01-01,56728
"Non-profit organisations serving households-1",2014-02-01,55610
"Non-profit organisations serving households-1",2014-03-01,55347
"Non-profit organisations serving households-1",2014-04-01,54588
"Non-profit organisations serving households-1",2014-05-01,52115
"Non-profit organisations serving households-1",2014-06-01,51627
"Non-profit organisations serving households-1",2014-07-01,45660
"Non-profit organisations serving households-1",2014-08-01,51901
"Non-profit organisations serving households-1",2014-09-01,49427
"Non-profit organisations serving households-1",2014-10-01,48525
"Non-profit organisations serving households-1",2014-11-01,52611
"Non-profit organisations serving households-1",2014-12-01,51809
"Non-profit organisations serving households-1",2015-01-01,51605
"Non-profit organisations serving households-1",2015-02-01,50802
"Non-profit organisations serving households-1",2015-03-01,52107
"Non-profit organisations serving households-1",2015-04-01,52757
"Non-profit organisations serving households-1",2015-05-01,51552
"Non-profit organisations serving households-1",2015-06-01,52135
"Non-profit organisations serving households-1",2015-07-01,51225
"Non-profit organisations serving households-1",2015-08-01,51079
"Non-profit organisations serving households-1",2015-09-01,51377
"Non-profit organisations serving households-1",2015-10-01,50941
"Non-profit organisations serving households-1",2015-11-01,46718
"Non-profit organisations serving households-1",2015-12-01,45038
"Non-profit organisations serving households-1",2016-01-01,45225
"Non-profit organisations serving households-1",2016-02-01,43730
"Non-profit organisations serving households-1",2016-03-01,43102
"Non-profit organisations serving households-1",2016-04-01,41675
"Non-profit organisations serving households-1",2016-05-01,45906
"Non-profit organisations serving households-1",2016-06-01,52935
"Non-profit organisations serving households-1",2016-07-01,53353
"Non-profit organisations serving households-1",2016-08-01,44347
"Non-profit organisations serving households-1",2016-09-01,43756
"Non-profit organisations serving households-1",2016-10-01,40800
"Non-profit organisations serving households-1",2016-11-01,39307
"Non-profit organisations serving households-1",2016-12-01,57393
"Non-profit organisations serving households-1",2017-01-01,56516
"Non-profit organisations serving households-1",2017-02-01,58663
"Non-profit organisations serving households-1",2017-03-01,60895
"Non-profit organisations serving households-1",2017-04-01,57230
"Non-profit organisations serving households-1",2017-05-01,55194
"Non-profit organisations serving households-1",2017-06-01,50780
"Non-profit organisations serving households-1",2017-07-01,121679
"Non-profit organisations serving households-1",2017-08-01,120801
"Non-profit organisations serving households-1",2017-09-01,125697
"Non-profit organisations serving households-1",2017-10-01,132337
"Non-profit organisations serving households-1",2017-11-01,111888
"Non-profit organisations serving households-1",2017-12-01,110375
"Non-profit organisations serving households-1",2018-01-01,47064
"Non-profit organisations serving households-1",2018-02-01,82701
"Non-profit organisations serving households-1",2018-03-01,82195
"Non-profit organisations serving households-1",2018-04-01,66829
"Non-profit organisations serving households-1",2018-05-01,77954
"Non-profit organisations serving households-1",2018-06-01,92220
"Non-profit organisations serving households-1",2018-07-01,91367
"Non-profit organisations serving households-1",2018-08-01,88001
"Non-profit organisations serving households-1",2018-09-01,86306
"Non-profit organisations serving households-1",2018-10-01,88903
"Non-profit organisations serving households-1",2018-11-01,86727
"Non-profit organisations serving households-1",2018-12-01,82648
"Non-profit organisations serving households-1",2019-01-01,74753
"Non-profit organisations serving households-1",2019-02-01,80769
"Non-profit organisations serving households-1",2019-03-01,79343
"Non-profit organisations serving households-1",2019-04-01,81058
"Non-profit organisations serving households-1",2019-05-01,82731
"Non-profit organisations serving households-1",2019-06-01,83813
"Non-profit organisations serving households-1",2019-07-01,90047
"Non-profit organisations serving households-1",2019-08-01,85770
"Non-profit organisations serving households-1",2019-09-01,81387
"Non-profit organisations serving households-1",2019-10-01,81252
"Non-profit organisations serving households-1",2019-11-01,79123
"Non-profit organisations serving households-1",2019-12-01,83636
"Non-profit organisations serving households-1",2020-01-01,72488
"Non-profit organisations serving households-1",2020-02-01,68477
"Non-profit organisations serving households-1",2020-03-01,73711
"Non-profit organisations serving households-1",2020-04-01,73392
"Non-profit organisations serving households-1",2020-05-01,73280
"Non-profit organisations serving households-1",2020-06-01,65745
"Non-profit organisations serving households-1",2020-07-01,65078
"Non-profit organisations serving households-1",2020-08-01,65584
"Non-profit organisations serving households-1",2020-09-01,69528
"Non-profit organisations serving households-1",2020-10-01,70194
"Non-profit organisations serving households-1",2020-11-01,69750
"Non-profit organisations serving households-1",2020-12-01,69227
"Non-profit organisations serving households-1",2021-01-01,68911
"Non-profit organisations serving households-1",2021-02-01,51700
"Non-profit organisations serving households-1",2021-03-01,51652
"Non-profit organisations serving households-1",2021-04-01,51146
"Non-profit organisations serving households-1",2021-05-01,50527
"Non-profit organisations serving households-1",2021-06-01,52026
"Non-profit organisations serving households-1",2021-07-01,59963
"Non-profit organisations serving households-1",2021-08-01,57243
"Non-profit organisations serving households-1",2021-09-01,58115
"Non-profit organisations serving households-1",2021-10-01,60714
"Non-profit organisations serving households-1",2021-11-01,57831
"Non-profit organisations serving households-1",2021-12-01,57361
"Non-profit organisations serving households-1",2022-01-01,26897
"Non-profit organisations serving households-1",2022-02-01,26507
"Non-profit organisations serving households-1",2022-03-01,29688
"Non-profit organisations serving households-1",2022-04-01,31802
"Non-profit organisations serving households-1",2022-05-01,40639
"Non-profit organisations serving households-1",2022-06-01,29841
"Non-profit organisations serving households-1",2022-07-01,78877
"Non-profit organisations serving households-1",2022-08-01,67585
"Non-profit organisations serving households-1",2022-09-01,81936
"Non-profit organisations serving households-1",2022-10-01,65100
"Non-profit organisations serving households-1",2022-11-01,70442
"Non-profit organisations serving households-1",2022-12-01,74011
"Non-profit organisations serving households-1",2023-01-01,157496
"Non-profit organisations serving households-1",2023-02-01,69456
"Non-profit organisations serving households-1",2023-03-01,122332
"Non-profit organisations serving households-1",2023-04-01,124989
"Non-profit organisations serving households-1",2023-05-01,122320
"Non-profit organisations serving households-1",2023-06-01,130348
"Non-profit organisations serving households-1",2023-07-01,129952
"Non-profit organisations serving households-1",2023-08-01,140793
"Less: credit impairments in respect of loans and advances",2008-01-01,6040732
"Less: credit impairments in respect of loans and advances",2008-02-01,6378243
"Less: credit impairments in respect of loans and advances",2008-03-01,6615075
"Less: credit impairments in respect of loans and advances",2008-04-01,7114914
"Less: credit impairments in respect of loans and advances",2008-05-01,7247159
"Less: credit impairments in respect of loans and advances",2008-06-01,7504452
"Less: credit impairments in respect of loans and advances",2008-07-01,7939317
"Less: credit impairments in respect of loans and advances",2008-08-01,8509164
"Less: credit impairments in respect of loans and advances",2008-09-01,9098618
"Less: credit impairments in respect of loans and advances",2008-10-01,9781311
"Less: credit impairments in respect of loans and advances",2008-11-01,10414680
"Less: credit impairments in respect of loans and advances",2008-12-01,11286540
"Less: credit impairments in respect of loans and advances",2009-01-01,11902390
"Less: credit impairments in respect of loans and advances",2009-02-01,12597855
"Less: credit impairments in respect of loans and advances",2009-03-01,12962802
"Less: credit impairments in respect of loans and advances",2009-04-01,13314833
"Less: credit impairments in respect of loans and advances",2009-05-01,13764768
"Less: credit impairments in respect of loans and advances",2009-06-01,13489502
"Less: credit impairments in respect of loans and advances",2009-07-01,13794841
"Less: credit impairments in respect of loans and advances",2009-08-01,14532523
"Less: credit impairments in respect of loans and advances",2009-09-01,15092859
"Less: credit impairments in respect of loans and advances",2009-10-01,15503391
"Less: credit impairments in respect of loans and advances",2009-11-01,15516806
"Less: credit impairments in respect of loans and advances",2009-12-01,15186029
"Less: credit impairments in respect of loans and advances",2010-01-01,15490601
"Less: credit impairments in respect of loans and advances",2010-02-01,15728493
"Less: credit impairments in respect of loans and advances",2010-03-01,15735348
"Less: credit impairments in respect of loans and advances",2010-04-01,15668184
"Less: credit impairments in respect of loans and advances",2010-05-01,15680817
"Less: credit impairments in respect of loans and advances",2010-06-01,15553374
"Less: credit impairments in respect of loans and advances",2010-07-01,15200392
"Less: credit impairments in respect of loans and advances",2010-08-01,15125354
"Less: credit impairments in respect of loans and advances",2010-09-01,15189206
"Less: credit impairments in respect of loans and advances",2010-10-01,14830224
"Less: credit impairments in respect of loans and advances",2010-11-01,14234771
"Less: credit impairments in respect of loans and advances",2010-12-01,14306337
"Less: credit impairments in respect of loans and advances",2011-01-01,14317708
"Less: credit impairments in respect of loans and advances",2011-02-01,13729268
"Less: credit impairments in respect of loans and advances",2011-03-01,13522302
"Less: credit impairments in respect of loans and advances",2011-04-01,13407121
"Less: credit impairments in respect of loans and advances",2011-05-01,13246283
"Less: credit impairments in respect of loans and advances",2011-06-01,12939463
"Less: credit impairments in respect of loans and advances",2011-07-01,12636077
"Less: credit impairments in respect of loans and advances",2011-08-01,12429021
"Less: credit impairments in respect of loans and advances",2011-09-01,12324875
"Less: credit impairments in respect of loans and advances",2011-10-01,12100839
"Less: credit impairments in respect of loans and advances",2011-11-01,12027913
"Less: credit impairments in respect of loans and advances",2011-12-01,12041442
"Less: credit impairments in respect of loans and advances",2012-01-01,12161640
"Less: credit impairments in respect of loans and advances",2012-02-01,12016173
"Less: credit impairments in respect of loans and advances",2012-03-01,12049029
"Less: credit impairments in respect of loans and advances",2012-04-01,12185589
"Less: credit impairments in respect of loans and advances",2012-05-01,12180231
"Less: credit impairments in respect of loans and advances",2012-06-01,12161574
"Less: credit impairments in respect of loans and advances",2012-07-01,12293595
"Less: credit impairments in respect of loans and advances",2012-08-01,12398943
"Less: credit impairments in respect of loans and advances",2012-09-01,12403714
"Less: credit impairments in respect of loans and advances",2012-10-01,12437088
"Less: credit impairments in respect of loans and advances",2012-11-01,12384381
"Less: credit impairments in respect of loans and advances",2012-12-01,12498168
"Less: credit impairments in respect of loans and advances",2013-01-01,12774603
"Less: credit impairments in respect of loans and advances",2013-02-01,13019778
"Less: credit impairments in respect of loans and advances",2013-03-01,13121286
"Less: credit impairments in respect of loans and advances",2013-04-01,13374381
"Less: credit impairments in respect of loans and advances",2013-05-01,13968537
"Less: credit impairments in respect of loans and advances",2013-06-01,14113237
"Less: credit impairments in respect of loans and advances",2013-07-01,14568423
"Less: credit impairments in respect of loans and advances",2013-08-01,14537597
"Less: credit impairments in respect of loans and advances",2013-09-01,14712315
"Less: credit impairments in respect of loans and advances",2013-10-01,14594869
"Less: credit impairments in respect of loans and advances",2013-11-01,14757871
"Less: credit impairments in respect of loans and advances",2013-12-01,15024821
"Less: credit impairments in respect of loans and advances",2014-01-01,15508236
"Less: credit impairments in respect of loans and advances",2014-02-01,15598797
"Less: credit impairments in respect of loans and advances",2014-03-01,15832272
"Less: credit impairments in respect of loans and advances",2014-04-01,15803754
"Less: credit impairments in respect of loans and advances",2014-05-01,15797649
"Less: credit impairments in respect of loans and advances",2014-06-01,15600935
"Less: credit impairments in respect of loans and advances",2014-07-01,15482850
"Less: credit impairments in respect of loans and advances",2014-08-01,15495211
"Less: credit impairments in respect of loans and advances",2014-09-01,15593839
"Less: credit impairments in respect of loans and advances",2014-10-01,15484351
"Less: credit impairments in respect of loans and advances",2014-11-01,15097612
"Less: credit impairments in respect of loans and advances",2014-12-01,15240988
"Less: credit impairments in respect of loans and advances",2015-01-01,15615055
"Less: credit impairments in respect of loans and advances",2015-02-01,15746877
"Less: credit impairments in respect of loans and advances",2015-03-01,16064461
"Less: credit impairments in respect of loans and advances",2015-04-01,16256147
"Less: credit impairments in respect of loans and advances",2015-05-01,16410485
"Less: credit impairments in respect of loans and advances",2015-06-01,16477195
"Less: credit impairments in respect of loans and advances",2015-07-01,16670684
"Less: credit impairments in respect of loans and advances",2015-08-01,16778099
"Less: credit impairments in respect of loans and advances",2015-09-01,16883242
"Less: credit impairments in respect of loans and advances",2015-10-01,16836286
"Less: credit impairments in respect of loans and advances",2015-11-01,17023102
"Less: credit impairments in respect of loans and advances",2015-12-01,17530936
"Less: credit impairments in respect of loans and advances",2016-01-01,18139374
"Less: credit impairments in respect of loans and advances",2016-02-01,18341381
"Less: credit impairments in respect of loans and advances",2016-03-01,18487049
"Less: credit impairments in respect of loans and advances",2016-04-01,18618714
"Less: credit impairments in respect of loans and advances",2016-05-01,18924282
"Less: credit impairments in respect of loans and advances",2016-06-01,18855984
"Less: credit impairments in respect of loans and advances",2016-07-01,18685275
"Less: credit impairments in respect of loans and advances",2016-08-01,18484153
"Less: credit impairments in respect of loans and advances",2016-09-01,18138821
"Less: credit impairments in respect of loans and advances",2016-10-01,17972749
"Less: credit impairments in respect of loans and advances",2016-11-01,17917256
"Less: credit impairments in respect of loans and advances",2016-12-01,17842701
"Less: credit impairments in respect of loans and advances",2017-01-01,18320852
"Less: credit impairments in respect of loans and advances",2017-02-01,18473830
"Less: credit impairments in respect of loans and advances",2017-03-01,18666159
"Less: credit impairments in respect of loans and advances",2017-04-01,18742904
"Less: credit impairments in respect of loans and advances",2017-05-01,18799910
"Less: credit impairments in respect of loans and advances",2017-06-01,18831612
"Less: credit impairments in respect of loans and advances",2017-07-01,18783615
"Less: credit impairments in respect of loans and advances",2017-08-01,18743829
"Less: credit impairments in respect of loans and advances",2017-09-01,18754743
"Less: credit impairments in respect of loans and advances",2017-10-01,18608189
"Less: credit impairments in respect of loans and advances",2017-11-01,18585999
"Less: credit impairments in respect of loans and advances",2017-12-01,18357887
"Less: credit impairments in respect of loans and advances",2018-01-01,23082048
"Less: credit impairments in respect of loans and advances",2018-02-01,23156775
"Less: credit impairments in respect of loans and advances",2018-03-01,23335843
"Less: credit impairments in respect of loans and advances",2018-04-01,23629376
"Less: credit impairments in respect of loans and advances",2018-05-01,24107843
"Less: credit impairments in respect of loans and advances",2018-06-01,24212980
"Less: credit impairments in respect of loans and advances",2018-07-01,24224627
"Less: credit impairments in respect of loans and advances",2018-08-01,24373141
"Less: credit impairments in respect of loans and advances",2018-09-01,24272324
"Less: credit impairments in respect of loans and advances",2018-10-01,24243196
"Less: credit impairments in respect of loans and advances",2018-11-01,23623705
"Less: credit impairments in respect of loans and advances",2018-12-01,23974027
"Less: credit impairments in respect of loans and advances",2019-01-01,24384864
"Less: credit impairments in respect of loans and advances",2019-02-01,24559920
"Less: credit impairments in respect of loans and advances",2019-03-01,25236448
"Less: credit impairments in respect of loans and advances",2019-04-01,24836066
"Less: credit impairments in respect of loans and advances",2019-05-01,25089949
"Less: credit impairments in respect of loans and advances",2019-06-01,24373316
"Less: credit impairments in respect of loans and advances",2019-07-01,23412944
"Less: credit impairments in respect of loans and advances",2019-08-01,23617392
"Less: credit impairments in respect of loans and advances",2019-09-01,23668620
"Less: credit impairments in respect of loans and advances",2019-10-01,23090338
"Less: credit impairments in respect of loans and advances",2019-11-01,22560187
"Less: credit impairments in respect of loans and advances",2019-12-01,22665537
"Less: credit impairments in respect of loans and advances",2020-01-01,23682566
"Less: credit impairments in respect of loans and advances",2020-02-01,23867760
"Less: credit impairments in respect of loans and advances",2020-03-01,25294400
"Less: credit impairments in respect of loans and advances",2020-04-01,26552866
"Less: credit impairments in respect of loans and advances",2020-05-01,28064837
"Less: credit impairments in respect of loans and advances",2020-06-01,29426640
"Less: credit impairments in respect of loans and advances",2020-07-01,29993702
"Less: credit impairments in respect of loans and advances",2020-08-01,30707557
"Less: credit impairments in respect of loans and advances",2020-09-01,31593979
"Less: credit impairments in respect of loans and advances",2020-10-01,32076415
"Less: credit impairments in respect of loans and advances",2020-11-01,32515500
"Less: credit impairments in respect of loans and advances",2020-12-01,39320023
"Less: credit impairments in respect of loans and advances",2021-01-01,40230351
"Less: credit impairments in respect of loans and advances",2021-02-01,40615043
"Less: credit impairments in respect of loans and advances",2021-03-01,41269571
"Less: credit impairments in respect of loans and advances",2021-04-01,41190495
"Less: credit impairments in respect of loans and advances",2021-05-01,41132985
"Less: credit impairments in respect of loans and advances",2021-06-01,41803034
"Less: credit impairments in respect of loans and advances",2021-07-01,41746971
"Less: credit impairments in respect of loans and advances",2021-08-01,41946988
"Less: credit impairments in respect of loans and advances",2021-09-01,41029992
"Less: credit impairments in respect of loans and advances",2021-10-01,41357863
"Less: credit impairments in respect of loans and advances",2021-11-01,40661567
"Less: credit impairments in respect of loans and advances",2021-12-01,40077810
"Less: credit impairments in respect of loans and advances",2022-01-01,40750177
"Less: credit impairments in respect of loans and advances",2022-02-01,41265662
"Less: credit impairments in respect of loans and advances",2022-03-01,41603700
"Less: credit impairments in respect of loans and advances",2022-04-01,42267893
"Less: credit impairments in respect of loans and advances",2022-05-01,42138185
"Less: credit impairments in respect of loans and advances",2022-06-01,42321951
"Less: credit impairments in respect of loans and advances",2022-07-01,42459339
"Less: credit impairments in respect of loans and advances",2022-08-01,43184068
"Less: credit impairments in respect of loans and advances",2022-09-01,43963216
"Less: credit impairments in respect of loans and advances",2022-10-01,44729272
"Less: credit impairments in respect of loans and advances",2022-11-01,44641958
"Less: credit impairments in respect of loans and advances",2022-12-01,43768505
"Less: credit impairments in respect of loans and advances",2023-01-01,45022272
"Less: credit impairments in respect of loans and advances",2023-02-01,45898566
"Less: credit impairments in respect of loans and advances",2023-03-01,46773303
"Less: credit impairments in respect of loans and advances",2023-04-01,47473864
"Less: credit impairments in respect of loans and advances",2023-05-01,47984487
"Less: credit impairments in respect of loans and advances",2023-06-01,48737969
"Less: credit impairments in respect of loans and advances",2023-07-01,49176899
"Less: credit impairments in respect of loans and advances",2023-08-01,49622993
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-01-01,149315006
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-02-01,166116920
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-03-01,177674232
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-04-01,168770829
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-05-01,171126891
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-06-01,181923046
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-07-01,158356081
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-08-01,161118077
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-09-01,168245164
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-10-01,245278598
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-11-01,251368807
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2008-12-01,247468593
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-01-01,257304137
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-02-01,249224581
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-03-01,246214132
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-04-01,233298326
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-05-01,231615907
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-06-01,220815532
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-07-01,224051577
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-08-01,219597702
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-09-01,218597687
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-10-01,223706793
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-11-01,223115803
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2009-12-01,209825599
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2010-01-01,209125645
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2010-02-01,213126735
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2010-03-01,212991435
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2010-04-01,176151305
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2010-05-01,184849583
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2010-06-01,177985684
"INVESTMENTS AND BILLS, including trading portfolio assets (total of items 196, 207, 213, 217, 221, 225, 229, 233, 237, 241 and 246, less item 245)",2010-07-01,188912919
