"Series","Date","Value"
"Banksc-4",2023-01-01,0
"Banksc-4",2023-02-01,0
"Banksc-4",2023-03-01,0
"Banksc-4",2023-04-01,0
"Banksc-4",2023-05-01,0
"Banksc-4",2023-06-01,0
"Banksc-4",2023-07-01,0
"Banksc-4",2023-08-01,0
"Financial corporate sectorb-4",2008-01-01,0
"Financial corporate sectorb-4",2008-02-01,0
"Financial corporate sectorb-4",2008-03-01,0
"Financial corporate sectorb-4",2008-04-01,0
"Financial corporate sectorb-4",2008-05-01,0
"Financial corporate sectorb-4",2008-06-01,0
"Financial corporate sectorb-4",2008-07-01,0
"Financial corporate sectorb-4",2008-08-01,0
"Financial corporate sectorb-4",2008-09-01,0
"Financial corporate sectorb-4",2008-10-01,0
"Financial corporate sectorb-4",2008-11-01,0
"Financial corporate sectorb-4",2008-12-01,0
"Financial corporate sectorb-4",2009-01-01,0
"Financial corporate sectorb-4",2009-02-01,0
"Financial corporate sectorb-4",2009-03-01,0
"Financial corporate sectorb-4",2009-04-01,0
"Financial corporate sectorb-4",2009-05-01,0
"Financial corporate sectorb-4",2009-06-01,0
"Financial corporate sectorb-4",2009-07-01,0
"Financial corporate sectorb-4",2009-08-01,0
"Financial corporate sectorb-4",2009-09-01,0
"Financial corporate sectorb-4",2009-10-01,0
"Financial corporate sectorb-4",2009-11-01,0
"Financial corporate sectorb-4",2009-12-01,0
"Financial corporate sectorb-4",2010-01-01,0
"Financial corporate sectorb-4",2010-02-01,0
"Financial corporate sectorb-4",2010-03-01,0
"Financial corporate sectorb-4",2010-04-01,0
"Financial corporate sectorb-4",2010-05-01,0
"Financial corporate sectorb-4",2010-06-01,0
"Financial corporate sectorb-4",2010-07-01,0
"Financial corporate sectorb-4",2010-08-01,0
"Financial corporate sectorb-4",2010-09-01,0
"Financial corporate sectorb-4",2010-10-01,0
"Financial corporate sectorb-4",2010-11-01,0
"Financial corporate sectorb-4",2010-12-01,0
"Financial corporate sectorb-4",2011-01-01,0
"Financial corporate sectorb-4",2011-02-01,0
"Financial corporate sectorb-4",2011-03-01,0
"Financial corporate sectorb-4",2011-04-01,0
"Financial corporate sectorb-4",2011-05-01,0
"Financial corporate sectorb-4",2011-06-01,0
"Financial corporate sectorb-4",2011-07-01,0
"Financial corporate sectorb-4",2011-08-01,0
"Financial corporate sectorb-4",2011-09-01,0
"Financial corporate sectorb-4",2011-10-01,0
"Financial corporate sectorb-4",2011-11-01,0
"Financial corporate sectorb-4",2011-12-01,0
"Financial corporate sectorb-4",2012-01-01,0
"Financial corporate sectorb-4",2012-02-01,0
"Financial corporate sectorb-4",2012-03-01,0
"Financial corporate sectorb-4",2012-04-01,0
"Financial corporate sectorb-4",2012-05-01,0
"Financial corporate sectorb-4",2012-06-01,0
"Financial corporate sectorb-4",2012-07-01,0
"Financial corporate sectorb-4",2012-08-01,0
"Financial corporate sectorb-4",2012-09-01,0
"Financial corporate sectorb-4",2012-10-01,0
"Financial corporate sectorb-4",2012-11-01,0
"Financial corporate sectorb-4",2012-12-01,0
"Financial corporate sectorb-4",2013-01-01,0
"Financial corporate sectorb-4",2013-02-01,0
"Financial corporate sectorb-4",2013-03-01,0
"Financial corporate sectorb-4",2013-04-01,0
"Financial corporate sectorb-4",2013-05-01,0
"Financial corporate sectorb-4",2013-06-01,0
"Financial corporate sectorb-4",2013-07-01,0
"Financial corporate sectorb-4",2013-08-01,0
"Financial corporate sectorb-4",2013-09-01,0
"Financial corporate sectorb-4",2013-10-01,0
"Financial corporate sectorb-4",2013-11-01,0
"Financial corporate sectorb-4",2013-12-01,0
"Financial corporate sectorb-4",2014-01-01,0
"Financial corporate sectorb-4",2014-02-01,0
"Financial corporate sectorb-4",2014-03-01,0
"Financial corporate sectorb-4",2014-04-01,0
"Financial corporate sectorb-4",2014-05-01,0
"Financial corporate sectorb-4",2014-06-01,0
"Financial corporate sectorb-4",2014-07-01,0
"Financial corporate sectorb-4",2014-08-01,0
"Financial corporate sectorb-4",2014-09-01,0
"Financial corporate sectorb-4",2014-10-01,0
"Financial corporate sectorb-4",2014-11-01,0
"Financial corporate sectorb-4",2014-12-01,0
"Financial corporate sectorb-4",2015-01-01,0
"Financial corporate sectorb-4",2015-02-01,0
"Financial corporate sectorb-4",2015-03-01,0
"Financial corporate sectorb-4",2015-04-01,0
"Financial corporate sectorb-4",2015-05-01,7259404
"Financial corporate sectorb-4",2015-06-01,7300959
"Financial corporate sectorb-4",2015-07-01,6945800
"Financial corporate sectorb-4",2015-08-01,6988341
"Financial corporate sectorb-4",2015-09-01,7029438
"Financial corporate sectorb-4",2015-10-01,9759149
"Financial corporate sectorb-4",2015-11-01,9817131
"Financial corporate sectorb-4",2015-12-01,9878783
"Financial corporate sectorb-4",2016-01-01,12424123
"Financial corporate sectorb-4",2016-02-01,12503169
"Financial corporate sectorb-4",2016-03-01,12587731
"Financial corporate sectorb-4",2016-04-01,11791392
"Financial corporate sectorb-4",2016-05-01,14542204
"Financial corporate sectorb-4",2016-06-01,14640694
"Financial corporate sectorb-4",2016-07-01,14859664
"Financial corporate sectorb-4",2016-08-01,17610708
"Financial corporate sectorb-4",2016-09-01,17731842
"Financial corporate sectorb-4",2016-10-01,16533686
"Financial corporate sectorb-4",2016-11-01,19021926
"Financial corporate sectorb-4",2016-12-01,19156464
"Financial corporate sectorb-4",2017-01-01,19649145
"Financial corporate sectorb-4",2017-02-01,19777086
"Financial corporate sectorb-4",2017-03-01,19917561
"Financial corporate sectorb-4",2017-04-01,18493333
"Financial corporate sectorb-4",2017-05-01,20404949
"Financial corporate sectorb-4",2017-06-01,20545924
"Financial corporate sectorb-4",2017-07-01,22356259
"Financial corporate sectorb-4",2017-08-01,22513066
"Financial corporate sectorb-4",2017-09-01,25210246
"Financial corporate sectorb-4",2017-10-01,23181881
"Financial corporate sectorb-4",2017-11-01,25368612
"Financial corporate sectorb-4",2017-12-01,25544965
"Financial corporate sectorb-4",2018-01-01,25906716
"Financial corporate sectorb-4",2018-02-01,26072015
"Financial corporate sectorb-4",2018-03-01,27760892
"Financial corporate sectorb-4",2018-04-01,25108185
"Financial corporate sectorb-4",2018-05-01,25280264
"Financial corporate sectorb-4",2018-06-01,25446368
"Financial corporate sectorb-4",2018-07-01,26559004
"Financial corporate sectorb-4",2018-08-01,26740976
"Financial corporate sectorb-4",2018-09-01,26917169
"Financial corporate sectorb-4",2018-10-01,27156920
"Financial corporate sectorb-4",2018-11-01,27338147
"Financial corporate sectorb-4",2018-12-01,27528497
"Financial corporate sectorb-4",2019-01-01,27812573
"Financial corporate sectorb-4",2019-02-01,27989184
"Financial corporate sectorb-4",2019-03-01,28184801
"Financial corporate sectorb-4",2019-04-01,25927898
"Financial corporate sectorb-4",2019-05-01,29190454
"Financial corporate sectorb-4",2019-06-01,29387692
"Financial corporate sectorb-4",2019-07-01,27024373
"Financial corporate sectorb-4",2019-08-01,27207954
"Financial corporate sectorb-4",2019-09-01,27385690
"Financial corporate sectorb-4",2019-10-01,27095478
"Financial corporate sectorb-4",2019-11-01,27272919
"Financial corporate sectorb-4",2019-12-01,27456354
"Financial corporate sectorb-4",2020-01-01,26179134
"Financial corporate sectorb-4",2020-02-01,26339766
"Financial corporate sectorb-4",2020-03-01,30012236
"Financial corporate sectorb-4",2020-04-01,27680358
"Financial corporate sectorb-4",2020-05-01,27818496
"Financial corporate sectorb-4",2020-06-01,27946215
"Financial corporate sectorb-4",2020-07-01,25929034
"Financial corporate sectorb-4",2020-08-01,26503335
"Financial corporate sectorb-4",2020-09-01,29834130
"Financial corporate sectorb-4",2020-10-01,26801165
"Financial corporate sectorb-4",2020-11-01,26911985
"Financial corporate sectorb-4",2020-12-01,27026293
"Financial corporate sectorb-4",2021-01-01,26897949
"Financial corporate sectorb-4",2021-02-01,26998933
"Financial corporate sectorb-4",2021-03-01,27110777
"Financial corporate sectorb-4",2021-04-01,27128626
"Financial corporate sectorb-4",2021-05-01,27241358
"Financial corporate sectorb-4",2021-06-01,27350495
"Financial corporate sectorb-4",2021-07-01,26415462
"Financial corporate sectorb-4",2021-08-01,26525060
"Financial corporate sectorb-4",2021-09-01,26631163
"Financial corporate sectorb-4",2021-10-01,23965596
"Financial corporate sectorb-4",2021-11-01,25954850
"Financial corporate sectorb-4",2021-12-01,27857147
"Financial corporate sectorb-4",2022-01-01,24916059
"Financial corporate sectorb-4",2022-02-01,26742907
"Financial corporate sectorb-4",2022-03-01,26547986
"Financial corporate sectorb-4",2022-04-01,23853629
"Financial corporate sectorb-4",2022-05-01,25837557
"Financial corporate sectorb-4",2022-06-01,25773054
"Financial corporate sectorb-4",2022-07-01,25262959
"Financial corporate sectorb-4",2022-08-01,25254950
"Financial corporate sectorb-4",2022-09-01,25389825
"Financial corporate sectorb-4",2022-10-01,24402127
"Financial corporate sectorb-4",2022-11-01,24555136
"Financial corporate sectorb-4",2022-12-01,28228983
"Financial corporate sectorb-4",2023-01-01,25704239
"Financial corporate sectorb-4",2023-02-01,28617033
"Financial corporate sectorb-4",2023-03-01,28824347
"Financial corporate sectorb-4",2023-04-01,26197060
"Financial corporate sectorb-4",2023-05-01,28814739
"Financial corporate sectorb-4",2023-06-01,28965833
"Financial corporate sectorb-4",2023-07-01,26047053
"Financial corporate sectorb-4",2023-08-01,26258709
"Non-financial corporate sector-10",2008-01-01,0
"Non-financial corporate sector-10",2008-02-01,0
"Non-financial corporate sector-10",2008-03-01,0
"Non-financial corporate sector-10",2008-04-01,0
"Non-financial corporate sector-10",2008-05-01,0
"Non-financial corporate sector-10",2008-06-01,0
"Non-financial corporate sector-10",2008-07-01,0
"Non-financial corporate sector-10",2008-08-01,0
"Non-financial corporate sector-10",2008-09-01,0
"Non-financial corporate sector-10",2008-10-01,0
"Non-financial corporate sector-10",2008-11-01,0
"Non-financial corporate sector-10",2008-12-01,0
"Non-financial corporate sector-10",2009-01-01,0
"Non-financial corporate sector-10",2009-02-01,0
"Non-financial corporate sector-10",2009-03-01,0
"Non-financial corporate sector-10",2009-04-01,0
"Non-financial corporate sector-10",2009-05-01,0
"Non-financial corporate sector-10",2009-06-01,0
"Non-financial corporate sector-10",2009-07-01,0
"Non-financial corporate sector-10",2009-08-01,0
"Non-financial corporate sector-10",2009-09-01,0
"Non-financial corporate sector-10",2009-10-01,0
"Non-financial corporate sector-10",2009-11-01,0
"Non-financial corporate sector-10",2009-12-01,0
"Non-financial corporate sector-10",2010-01-01,0
"Non-financial corporate sector-10",2010-02-01,0
"Non-financial corporate sector-10",2010-03-01,0
"Non-financial corporate sector-10",2010-04-01,0
"Non-financial corporate sector-10",2010-05-01,0
"Non-financial corporate sector-10",2010-06-01,0
"Non-financial corporate sector-10",2010-07-01,0
"Non-financial corporate sector-10",2010-08-01,0
"Non-financial corporate sector-10",2010-09-01,0
"Non-financial corporate sector-10",2010-10-01,0
"Non-financial corporate sector-10",2010-11-01,0
"Non-financial corporate sector-10",2010-12-01,0
"Non-financial corporate sector-10",2011-01-01,0
"Non-financial corporate sector-10",2011-02-01,0
"Non-financial corporate sector-10",2011-03-01,0
"Non-financial corporate sector-10",2011-04-01,0
"Non-financial corporate sector-10",2011-05-01,0
"Non-financial corporate sector-10",2011-06-01,0
"Non-financial corporate sector-10",2011-07-01,0
"Non-financial corporate sector-10",2011-08-01,0
"Non-financial corporate sector-10",2011-09-01,0
"Non-financial corporate sector-10",2011-10-01,0
"Non-financial corporate sector-10",2011-11-01,0
"Non-financial corporate sector-10",2011-12-01,0
"Non-financial corporate sector-10",2012-01-01,0
"Non-financial corporate sector-10",2012-02-01,0
"Non-financial corporate sector-10",2012-03-01,0
"Non-financial corporate sector-10",2012-04-01,0
"Non-financial corporate sector-10",2012-05-01,0
"Non-financial corporate sector-10",2012-06-01,0
"Non-financial corporate sector-10",2012-07-01,0
"Non-financial corporate sector-10",2012-08-01,0
"Non-financial corporate sector-10",2012-09-01,0
"Non-financial corporate sector-10",2012-10-01,0
"Non-financial corporate sector-10",2012-11-01,0
"Non-financial corporate sector-10",2012-12-01,0
"Non-financial corporate sector-10",2013-01-01,0
"Non-financial corporate sector-10",2013-02-01,0
"Non-financial corporate sector-10",2013-03-01,0
"Non-financial corporate sector-10",2013-04-01,0
"Non-financial corporate sector-10",2013-05-01,0
"Non-financial corporate sector-10",2013-06-01,0
"Non-financial corporate sector-10",2013-07-01,0
"Non-financial corporate sector-10",2013-08-01,0
"Non-financial corporate sector-10",2013-09-01,0
"Non-financial corporate sector-10",2013-10-01,0
"Non-financial corporate sector-10",2013-11-01,0
"Non-financial corporate sector-10",2013-12-01,0
"Non-financial corporate sector-10",2014-01-01,0
"Non-financial corporate sector-10",2014-02-01,0
"Non-financial corporate sector-10",2014-03-01,0
"Non-financial corporate sector-10",2014-04-01,0
"Non-financial corporate sector-10",2014-05-01,0
"Non-financial corporate sector-10",2014-06-01,0
"Non-financial corporate sector-10",2014-07-01,0
"Non-financial corporate sector-10",2014-08-01,0
"Non-financial corporate sector-10",2014-09-01,0
"Non-financial corporate sector-10",2014-10-01,0
"Non-financial corporate sector-10",2014-11-01,0
"Non-financial corporate sector-10",2014-12-01,0
"Non-financial corporate sector-10",2015-01-01,0
"Non-financial corporate sector-10",2015-02-01,0
"Non-financial corporate sector-10",2015-03-01,0
"Non-financial corporate sector-10",2015-04-01,0
"Non-financial corporate sector-10",2015-05-01,0
"Non-financial corporate sector-10",2015-06-01,0
"Non-financial corporate sector-10",2015-07-01,0
"Non-financial corporate sector-10",2015-08-01,0
"Non-financial corporate sector-10",2015-09-01,0
"Non-financial corporate sector-10",2015-10-01,0
"Non-financial corporate sector-10",2015-11-01,0
"Non-financial corporate sector-10",2015-12-01,0
"Non-financial corporate sector-10",2016-01-01,0
"Non-financial corporate sector-10",2016-02-01,0
"Non-financial corporate sector-10",2016-03-01,0
"Non-financial corporate sector-10",2016-04-01,0
"Non-financial corporate sector-10",2016-05-01,0
"Non-financial corporate sector-10",2016-06-01,0
"Non-financial corporate sector-10",2016-07-01,0
"Non-financial corporate sector-10",2016-08-01,0
"Non-financial corporate sector-10",2016-09-01,0
"Non-financial corporate sector-10",2016-10-01,0
"Non-financial corporate sector-10",2016-11-01,0
"Non-financial corporate sector-10",2016-12-01,0
"Non-financial corporate sector-10",2017-01-01,0
"Non-financial corporate sector-10",2017-02-01,0
"Non-financial corporate sector-10",2017-03-01,0
"Non-financial corporate sector-10",2017-04-01,0
"Non-financial corporate sector-10",2017-05-01,0
"Non-financial corporate sector-10",2017-06-01,0
"Non-financial corporate sector-10",2017-07-01,0
"Non-financial corporate sector-10",2017-08-01,0
"Non-financial corporate sector-10",2017-09-01,0
"Non-financial corporate sector-10",2017-10-01,0
"Non-financial corporate sector-10",2017-11-01,0
"Non-financial corporate sector-10",2017-12-01,0
"Non-financial corporate sector-10",2018-01-01,0
"Non-financial corporate sector-10",2018-02-01,0
"Non-financial corporate sector-10",2018-03-01,0
"Non-financial corporate sector-10",2018-04-01,0
"Non-financial corporate sector-10",2018-05-01,0
"Non-financial corporate sector-10",2018-06-01,0
"Non-financial corporate sector-10",2018-07-01,0
"Non-financial corporate sector-10",2018-08-01,0
"Non-financial corporate sector-10",2018-09-01,0
"Non-financial corporate sector-10",2018-10-01,0
"Non-financial corporate sector-10",2018-11-01,0
"Non-financial corporate sector-10",2018-12-01,0
"Non-financial corporate sector-10",2019-01-01,0
"Non-financial corporate sector-10",2019-02-01,0
"Non-financial corporate sector-10",2019-03-01,0
"Non-financial corporate sector-10",2019-04-01,0
"Non-financial corporate sector-10",2019-05-01,0
"Non-financial corporate sector-10",2019-06-01,0
"Non-financial corporate sector-10",2019-07-01,0
"Non-financial corporate sector-10",2019-08-01,0
"Non-financial corporate sector-10",2019-09-01,0
"Non-financial corporate sector-10",2019-10-01,0
"Non-financial corporate sector-10",2019-11-01,0
"Non-financial corporate sector-10",2019-12-01,0
"Non-financial corporate sector-10",2020-01-01,0
"Non-financial corporate sector-10",2020-02-01,0
"Non-financial corporate sector-10",2020-03-01,0
"Non-financial corporate sector-10",2020-04-01,0
"Non-financial corporate sector-10",2020-05-01,0
"Non-financial corporate sector-10",2020-06-01,0
"Non-financial corporate sector-10",2020-07-01,0
"Non-financial corporate sector-10",2020-08-01,0
"Non-financial corporate sector-10",2020-09-01,0
"Non-financial corporate sector-10",2020-10-01,0
"Non-financial corporate sector-10",2020-11-01,0
"Non-financial corporate sector-10",2020-12-01,0
"Non-financial corporate sector-10",2021-01-01,0
"Non-financial corporate sector-10",2021-02-01,0
"Non-financial corporate sector-10",2021-03-01,0
"Non-financial corporate sector-10",2021-04-01,0
"Non-financial corporate sector-10",2021-05-01,0
"Non-financial corporate sector-10",2021-06-01,0
"Non-financial corporate sector-10",2021-07-01,0
"Non-financial corporate sector-10",2021-08-01,0
"Non-financial corporate sector-10",2021-09-01,0
"Non-financial corporate sector-10",2021-10-01,0
"Non-financial corporate sector-10",2021-11-01,0
"Non-financial corporate sector-10",2021-12-01,0
"Non-financial corporate sector-10",2022-01-01,0
"Non-financial corporate sector-10",2022-02-01,0
"Non-financial corporate sector-10",2022-03-01,0
"Non-financial corporate sector-10",2022-04-01,0
"Non-financial corporate sector-10",2022-05-01,0
"Non-financial corporate sector-10",2022-06-01,0
"Non-financial corporate sector-10",2022-07-01,0
"Non-financial corporate sector-10",2022-08-01,0
"Non-financial corporate sector-10",2022-09-01,0
"Non-financial corporate sector-10",2022-10-01,0
"Non-financial corporate sector-10",2022-11-01,0
"Non-financial corporate sector-10",2022-12-01,0
"Non-financial corporate sector-10",2023-01-01,0
"Non-financial corporate sector-10",2023-02-01,0
"Non-financial corporate sector-10",2023-03-01,0
"Non-financial corporate sector-10",2023-04-01,0
"Non-financial corporate sector-10",2023-05-01,0
"Non-financial corporate sector-10",2023-06-01,0
"Non-financial corporate sector-10",2023-07-01,0
"Non-financial corporate sector-10",2023-08-01,0
"Derivative instruments issued by: (total of items 238 to 240)",2008-01-01,37137403
"Derivative instruments issued by: (total of items 238 to 240)",2008-02-01,40693725
"Derivative instruments issued by: (total of items 238 to 240)",2008-03-01,44249015
"Derivative instruments issued by: (total of items 238 to 240)",2008-04-01,39226032
"Derivative instruments issued by: (total of items 238 to 240)",2008-05-01,44980962
"Derivative instruments issued by: (total of items 238 to 240)",2008-06-01,49367063
"Derivative instruments issued by: (total of items 238 to 240)",2008-07-01,45989217
"Derivative instruments issued by: (total of items 238 to 240)",2008-08-01,38376848
"Derivative instruments issued by: (total of items 238 to 240)",2008-09-01,38089892
"Derivative instruments issued by: (total of items 238 to 240)",2008-10-01,94115166
"Derivative instruments issued by: (total of items 238 to 240)",2008-11-01,91160254
"Derivative instruments issued by: (total of items 238 to 240)",2008-12-01,81856440
"Derivative instruments issued by: (total of items 238 to 240)",2009-01-01,76718515
"Derivative instruments issued by: (total of items 238 to 240)",2009-02-01,68999412
"Derivative instruments issued by: (total of items 238 to 240)",2009-03-01,66917046
"Derivative instruments issued by: (total of items 238 to 240)",2009-04-01,73052991
"Derivative instruments issued by: (total of items 238 to 240)",2009-05-01,72938217
"Derivative instruments issued by: (total of items 238 to 240)",2009-06-01,60483011
"Derivative instruments issued by: (total of items 238 to 240)",2009-07-01,53349003
"Derivative instruments issued by: (total of items 238 to 240)",2009-08-01,51078558
"Derivative instruments issued by: (total of items 238 to 240)",2009-09-01,46659382
"Derivative instruments issued by: (total of items 238 to 240)",2009-10-01,43745705
"Derivative instruments issued by: (total of items 238 to 240)",2009-11-01,42147993
"Derivative instruments issued by: (total of items 238 to 240)",2009-12-01,38372372
"Derivative instruments issued by: (total of items 238 to 240)",2010-01-01,37157432
"Derivative instruments issued by: (total of items 238 to 240)",2010-02-01,36201169
"Derivative instruments issued by: (total of items 238 to 240)",2010-03-01,39762792
"Derivative instruments issued by: (total of items 238 to 240)",2010-04-01,41200876
"Derivative instruments issued by: (total of items 238 to 240)",2010-05-01,39672233
"Derivative instruments issued by: (total of items 238 to 240)",2010-06-01,39424662
"Derivative instruments issued by: (total of items 238 to 240)",2010-07-01,46643854
"Derivative instruments issued by: (total of items 238 to 240)",2010-08-01,49730026
"Derivative instruments issued by: (total of items 238 to 240)",2010-09-01,48734886
"Derivative instruments issued by: (total of items 238 to 240)",2010-10-01,54787116
"Derivative instruments issued by: (total of items 238 to 240)",2010-11-01,48391959
"Derivative instruments issued by: (total of items 238 to 240)",2010-12-01,51051408
"Derivative instruments issued by: (total of items 238 to 240)",2011-01-01,42193747
"Derivative instruments issued by: (total of items 238 to 240)",2011-02-01,39718413
"Derivative instruments issued by: (total of items 238 to 240)",2011-03-01,41124611
"Derivative instruments issued by: (total of items 238 to 240)",2011-04-01,45304109
"Derivative instruments issued by: (total of items 238 to 240)",2011-05-01,37960469
"Derivative instruments issued by: (total of items 238 to 240)",2011-06-01,37019478
"Derivative instruments issued by: (total of items 238 to 240)",2011-07-01,42248566
"Derivative instruments issued by: (total of items 238 to 240)",2011-08-01,60763797
"Derivative instruments issued by: (total of items 238 to 240)",2011-09-01,76173938
"Derivative instruments issued by: (total of items 238 to 240)",2011-10-01,67461299
"Derivative instruments issued by: (total of items 238 to 240)",2011-11-01,65185280
"Derivative instruments issued by: (total of items 238 to 240)",2011-12-01,57765339
"Derivative instruments issued by: (total of items 238 to 240)",2012-01-01,59758779
"Derivative instruments issued by: (total of items 238 to 240)",2012-02-01,52707267
"Derivative instruments issued by: (total of items 238 to 240)",2012-03-01,45243451
"Derivative instruments issued by: (total of items 238 to 240)",2012-04-01,43671594
"Derivative instruments issued by: (total of items 238 to 240)",2012-05-01,56829043
"Derivative instruments issued by: (total of items 238 to 240)",2012-06-01,52887505
"Derivative instruments issued by: (total of items 238 to 240)",2012-07-01,65156821
"Derivative instruments issued by: (total of items 238 to 240)",2012-08-01,63344849
"Derivative instruments issued by: (total of items 238 to 240)",2012-09-01,59784365
"Derivative instruments issued by: (total of items 238 to 240)",2012-10-01,57838980
"Derivative instruments issued by: (total of items 238 to 240)",2012-11-01,58114236
"Derivative instruments issued by: (total of items 238 to 240)",2012-12-01,56494741
"Derivative instruments issued by: (total of items 238 to 240)",2013-01-01,54055526
"Derivative instruments issued by: (total of items 238 to 240)",2013-02-01,51134164
"Derivative instruments issued by: (total of items 238 to 240)",2013-03-01,49614423
"Derivative instruments issued by: (total of items 238 to 240)",2013-04-01,57714622
"Derivative instruments issued by: (total of items 238 to 240)",2013-05-01,57208013
"Derivative instruments issued by: (total of items 238 to 240)",2013-06-01,52050408
"Derivative instruments issued by: (total of items 238 to 240)",2013-07-01,49414093
"Derivative instruments issued by: (total of items 238 to 240)",2013-08-01,51673559
"Derivative instruments issued by: (total of items 238 to 240)",2013-09-01,45672397
"Derivative instruments issued by: (total of items 238 to 240)",2013-10-01,44958409
"Derivative instruments issued by: (total of items 238 to 240)",2013-11-01,44613038
"Derivative instruments issued by: (total of items 238 to 240)",2013-12-01,43967027
"Derivative instruments issued by: (total of items 238 to 240)",2014-01-01,69091901
"Derivative instruments issued by: (total of items 238 to 240)",2014-02-01,52238456
"Derivative instruments issued by: (total of items 238 to 240)",2014-03-01,46983461
"Derivative instruments issued by: (total of items 238 to 240)",2014-04-01,43821653
"Derivative instruments issued by: (total of items 238 to 240)",2014-05-01,42325201
"Derivative instruments issued by: (total of items 238 to 240)",2014-06-01,38852391
"Derivative instruments issued by: (total of items 238 to 240)",2014-07-01,38844599
"Derivative instruments issued by: (total of items 238 to 240)",2014-08-01,37781349
"Derivative instruments issued by: (total of items 238 to 240)",2014-09-01,42411906
"Derivative instruments issued by: (total of items 238 to 240)",2014-10-01,38900938
"Derivative instruments issued by: (total of items 238 to 240)",2014-11-01,42658081
"Derivative instruments issued by: (total of items 238 to 240)",2014-12-01,39042265
"Derivative instruments issued by: (total of items 238 to 240)",2015-01-01,49957716
"Derivative instruments issued by: (total of items 238 to 240)",2015-02-01,40916850
"Derivative instruments issued by: (total of items 238 to 240)",2015-03-01,41050290
"Derivative instruments issued by: (total of items 238 to 240)",2015-04-01,35605755
"Derivative instruments issued by: (total of items 238 to 240)",2015-05-01,36584026
"Derivative instruments issued by: (total of items 238 to 240)",2015-06-01,34298161
"Derivative instruments issued by: (total of items 238 to 240)",2015-07-01,35772459
"Derivative instruments issued by: (total of items 238 to 240)",2015-08-01,43128164
"Derivative instruments issued by: (total of items 238 to 240)",2015-09-01,44135760
"Derivative instruments issued by: (total of items 238 to 240)",2015-10-01,38764400
"Derivative instruments issued by: (total of items 238 to 240)",2015-11-01,40048538
"Derivative instruments issued by: (total of items 238 to 240)",2015-12-01,68701688
"Derivative instruments issued by: (total of items 238 to 240)",2016-01-01,53267235
"Derivative instruments issued by: (total of items 238 to 240)",2016-02-01,54333613
"Derivative instruments issued by: (total of items 238 to 240)",2016-03-01,44943785
"Derivative instruments issued by: (total of items 238 to 240)",2016-04-01,43070639
"Derivative instruments issued by: (total of items 238 to 240)",2016-05-01,49546712
"Derivative instruments issued by: (total of items 238 to 240)",2016-06-01,40202819
"Derivative instruments issued by: (total of items 238 to 240)",2016-07-01,43863256
"Derivative instruments issued by: (total of items 238 to 240)",2016-08-01,39855455
"Derivative instruments issued by: (total of items 238 to 240)",2016-09-01,40622541
"Derivative instruments issued by: (total of items 238 to 240)",2016-10-01,39542646
"Derivative instruments issued by: (total of items 238 to 240)",2016-11-01,37012951
"Derivative instruments issued by: (total of items 238 to 240)",2016-12-01,35710875
"Derivative instruments issued by: (total of items 238 to 240)",2017-01-01,34154990
"Derivative instruments issued by: (total of items 238 to 240)",2017-02-01,36984143
"Derivative instruments issued by: (total of items 238 to 240)",2017-03-01,34798934
"Derivative instruments issued by: (total of items 238 to 240)",2017-04-01,37399324
"Derivative instruments issued by: (total of items 238 to 240)",2017-05-01,38692517
"Derivative instruments issued by: (total of items 238 to 240)",2017-06-01,35333619
"Derivative instruments issued by: (total of items 238 to 240)",2017-07-01,43521930
"Derivative instruments issued by: (total of items 238 to 240)",2017-08-01,45055910
"Derivative instruments issued by: (total of items 238 to 240)",2017-09-01,40321016
"Derivative instruments issued by: (total of items 238 to 240)",2017-10-01,36860958
"Derivative instruments issued by: (total of items 238 to 240)",2017-11-01,35223400
"Derivative instruments issued by: (total of items 238 to 240)",2017-12-01,53960788
"Derivative instruments issued by: (total of items 238 to 240)",2018-01-01,50676180
"Derivative instruments issued by: (total of items 238 to 240)",2018-02-01,51176799
"Derivative instruments issued by: (total of items 238 to 240)",2018-03-01,47102782
"Derivative instruments issued by: (total of items 238 to 240)",2018-04-01,42853806
"Derivative instruments issued by: (total of items 238 to 240)",2018-05-01,37054800
"Derivative instruments issued by: (total of items 238 to 240)",2018-06-01,41056604
"Derivative instruments issued by: (total of items 238 to 240)",2018-07-01,34669544
"Derivative instruments issued by: (total of items 238 to 240)",2018-08-01,42667979
"Derivative instruments issued by: (total of items 238 to 240)",2018-09-01,38529050
"Derivative instruments issued by: (total of items 238 to 240)",2018-10-01,38501146
"Derivative instruments issued by: (total of items 238 to 240)",2018-11-01,39597530
"Derivative instruments issued by: (total of items 238 to 240)",2018-12-01,33764098
"Derivative instruments issued by: (total of items 238 to 240)",2019-01-01,44117812
"Derivative instruments issued by: (total of items 238 to 240)",2019-02-01,35630907
"Derivative instruments issued by: (total of items 238 to 240)",2019-03-01,35563341
"Derivative instruments issued by: (total of items 238 to 240)",2019-04-01,34636134
"Derivative instruments issued by: (total of items 238 to 240)",2019-05-01,40472514
"Derivative instruments issued by: (total of items 238 to 240)",2019-06-01,45301414
"Derivative instruments issued by: (total of items 238 to 240)",2019-07-01,44901960
"Derivative instruments issued by: (total of items 238 to 240)",2019-08-01,54846712
"Derivative instruments issued by: (total of items 238 to 240)",2019-09-01,47667783
"Derivative instruments issued by: (total of items 238 to 240)",2019-10-01,44241060
"Derivative instruments issued by: (total of items 238 to 240)",2019-11-01,41360708
