"Series","Date","Value"
"Factoring debtors",2012-05-01,3754076
"Factoring debtors",2012-06-01,4149146
"Factoring debtors",2012-07-01,3892300
"Factoring debtors",2012-08-01,3934512
"Factoring debtors",2012-09-01,4566101
"Factoring debtors",2012-10-01,4519388
"Factoring debtors",2012-11-01,4453740
"Factoring debtors",2012-12-01,4461196
"Factoring debtors",2013-01-01,3772493
"Factoring debtors",2013-02-01,4372917
"Factoring debtors",2013-03-01,5451100
"Factoring debtors",2013-04-01,4561109
"Factoring debtors",2013-05-01,4541552
"Factoring debtors",2013-06-01,5040842
"Factoring debtors",2013-07-01,4675190
"Factoring debtors",2013-08-01,5061949
"Factoring debtors",2013-09-01,4887616
"Factoring debtors",2013-10-01,5156858
"Factoring debtors",2013-11-01,5074861
"Factoring debtors",2013-12-01,4796317
"Factoring debtors",2014-01-01,3817393
"Factoring debtors",2014-02-01,4393623
"Factoring debtors",2014-03-01,5622674
"Factoring debtors",2014-04-01,4855967
"Factoring debtors",2014-05-01,4743106
"Factoring debtors",2014-06-01,4641833
"Factoring debtors",2014-07-01,4433534
"Factoring debtors",2014-08-01,5001946
"Factoring debtors",2014-09-01,4990741
"Factoring debtors",2014-10-01,5050576
"Factoring debtors",2014-11-01,5917561
"Factoring debtors",2014-12-01,4985958
"Factoring debtors",2015-01-01,4429694
"Factoring debtors",2015-02-01,4939228
"Factoring debtors",2015-03-01,5991448
"Factoring debtors",2015-04-01,4773034
"Factoring debtors",2015-05-01,5060208
"Factoring debtors",2015-06-01,5098658
"Factoring debtors",2015-07-01,5153846
"Factoring debtors",2015-08-01,5075046
"Factoring debtors",2015-09-01,5225085
"Factoring debtors",2015-10-01,5563151
"Factoring debtors",2015-11-01,5576928
"Factoring debtors",2015-12-01,5328949
"Factoring debtors",2016-01-01,4442511
"Factoring debtors",2016-02-01,4841634
"Factoring debtors",2016-03-01,5982012
"Factoring debtors",2016-04-01,4789379
"Factoring debtors",2016-05-01,5005269
"Factoring debtors",2016-06-01,5096737
"Factoring debtors",2016-07-01,5009628
"Factoring debtors",2016-08-01,5058046
"Factoring debtors",2016-09-01,5252348
"Factoring debtors",2016-10-01,5473093
"Factoring debtors",2016-11-01,5569131
"Factoring debtors",2016-12-01,5010288
"Factoring debtors",2017-01-01,3910711
"Factoring debtors",2017-02-01,4625054
"Factoring debtors",2017-03-01,5753229
"Factoring debtors",2017-04-01,4629289
"Factoring debtors",2017-05-01,4551994
"Factoring debtors",2017-06-01,4932556
"Factoring debtors",2017-07-01,4785360
"Factoring debtors",2017-08-01,4967868
"Factoring debtors",2017-09-01,5293565
"Factoring debtors",2017-10-01,5475743
"Factoring debtors",2017-11-01,5436414
"Factoring debtors",2017-12-01,5460929
"Factoring debtors",2018-01-01,4496306
"Factoring debtors",2018-02-01,5046563
"Factoring debtors",2018-03-01,6411420
"Factoring debtors",2018-04-01,5348607
"Factoring debtors",2018-05-01,5715189
"Factoring debtors",2018-06-01,5473582
"Factoring debtors",2018-07-01,5442913
"Factoring debtors",2018-08-01,5516642
"Factoring debtors",2018-09-01,6253037
"Factoring debtors",2018-10-01,6066924
"Factoring debtors",2018-11-01,6214183
"Factoring debtors",2018-12-01,5814937
"Factoring debtors",2019-01-01,5058995
"Factoring debtors",2019-02-01,5668848
"Factoring debtors",2019-03-01,7349295
"Factoring debtors",2019-04-01,5198880
"Factoring debtors",2019-05-01,5403407
"Factoring debtors",2019-06-01,5763473
"Factoring debtors",2019-07-01,5679036
"Factoring debtors",2019-08-01,5783233
"Factoring debtors",2019-09-01,6891315
"Factoring debtors",2019-10-01,6527066
"Factoring debtors",2019-11-01,6744520
"Factoring debtors",2019-12-01,6562736
"Factoring debtors",2020-01-01,5242692
"Factoring debtors",2020-02-01,5619774
"Factoring debtors",2020-03-01,7662892
"Factoring debtors",2020-04-01,5230700
"Factoring debtors",2020-05-01,5102752
"Factoring debtors",2020-06-01,4823668
"Factoring debtors",2020-07-01,4702814
"Factoring debtors",2020-08-01,4530104
"Factoring debtors",2020-09-01,4634953
"Factoring debtors",2020-10-01,4608345
"Factoring debtors",2020-11-01,4746934
"Factoring debtors",2020-12-01,5083977
"Factoring debtors",2021-01-01,4718604
"Factoring debtors",2021-02-01,4991257
"Factoring debtors",2021-03-01,6566289
"Factoring debtors",2021-04-01,4854447
"Factoring debtors",2021-05-01,5150286
"Factoring debtors",2021-06-01,5531827
"Factoring debtors",2021-07-01,5602008
"Factoring debtors",2021-08-01,5858036
"Factoring debtors",2021-09-01,6781144
"Factoring debtors",2021-10-01,6824524
"Factoring debtors",2021-11-01,7181203
"Factoring debtors",2021-12-01,7185151
"Factoring debtors",2022-01-01,7019429
"Factoring debtors",2022-02-01,7210848
"Factoring debtors",2022-03-01,9194854
"Factoring debtors",2022-04-01,7357456
"Factoring debtors",2022-05-01,7462496
"Factoring debtors",2022-06-01,8173542
"Factoring debtors",2022-07-01,8186080
"Factoring debtors",2022-08-01,9043522
"Factoring debtors",2022-09-01,8897931
"Factoring debtors",2022-10-01,9153284
"Factoring debtors",2022-11-01,8944926
"Factoring debtors",2022-12-01,8543893
"Factoring debtors",2023-01-01,7828116
"Factoring debtors",2023-02-01,8352069
"Factoring debtors",2023-03-01,10026560
"Factoring debtors",2023-04-01,8743360
"Factoring debtors",2023-05-01,7737492
"Factoring debtors",2023-06-01,8066141
"Factoring debtors",2023-07-01,7595831
"Factoring debtors",2023-08-01,7502462
"Other loans and advances: (total of items 189 to 193)",2008-01-01,65543549
"Other loans and advances: (total of items 189 to 193)",2008-02-01,66886346
"Other loans and advances: (total of items 189 to 193)",2008-03-01,70538584
"Other loans and advances: (total of items 189 to 193)",2008-04-01,77409296
"Other loans and advances: (total of items 189 to 193)",2008-05-01,74817087
"Other loans and advances: (total of items 189 to 193)",2008-06-01,75921400
"Other loans and advances: (total of items 189 to 193)",2008-07-01,75426354
"Other loans and advances: (total of items 189 to 193)",2008-08-01,81747722
"Other loans and advances: (total of items 189 to 193)",2008-09-01,82900225
"Other loans and advances: (total of items 189 to 193)",2008-10-01,87595651
"Other loans and advances: (total of items 189 to 193)",2008-11-01,88092909
"Other loans and advances: (total of items 189 to 193)",2008-12-01,89814082
"Other loans and advances: (total of items 189 to 193)",2009-01-01,88699787
"Other loans and advances: (total of items 189 to 193)",2009-02-01,88334176
"Other loans and advances: (total of items 189 to 193)",2009-03-01,93310938
"Other loans and advances: (total of items 189 to 193)",2009-04-01,88747121
"Other loans and advances: (total of items 189 to 193)",2009-05-01,85553230
"Other loans and advances: (total of items 189 to 193)",2009-06-01,86906454
"Other loans and advances: (total of items 189 to 193)",2009-07-01,87600810
"Other loans and advances: (total of items 189 to 193)",2009-08-01,80583893
"Other loans and advances: (total of items 189 to 193)",2009-09-01,78964376
"Other loans and advances: (total of items 189 to 193)",2009-10-01,79391631
"Other loans and advances: (total of items 189 to 193)",2009-11-01,78642128
"Other loans and advances: (total of items 189 to 193)",2009-12-01,84713043
"Other loans and advances: (total of items 189 to 193)",2010-01-01,85300911
"Other loans and advances: (total of items 189 to 193)",2010-02-01,85960388
"Other loans and advances: (total of items 189 to 193)",2010-03-01,84577189
"Other loans and advances: (total of items 189 to 193)",2010-04-01,85753642
"Other loans and advances: (total of items 189 to 193)",2010-05-01,87886278
"Other loans and advances: (total of items 189 to 193)",2010-06-01,86512030
"Other loans and advances: (total of items 189 to 193)",2010-07-01,90259242
"Other loans and advances: (total of items 189 to 193)",2010-08-01,93424241
"Other loans and advances: (total of items 189 to 193)",2010-09-01,95487830
"Other loans and advances: (total of items 189 to 193)",2010-10-01,96185537
"Other loans and advances: (total of items 189 to 193)",2010-11-01,96648969
"Other loans and advances: (total of items 189 to 193)",2010-12-01,98030373
"Other loans and advances: (total of items 189 to 193)",2011-01-01,97471424
"Other loans and advances: (total of items 189 to 193)",2011-02-01,96521907
"Other loans and advances: (total of items 189 to 193)",2011-03-01,97544356
"Other loans and advances: (total of items 189 to 193)",2011-04-01,96685831
"Other loans and advances: (total of items 189 to 193)",2011-05-01,94467764
"Other loans and advances: (total of items 189 to 193)",2011-06-01,94279809
"Other loans and advances: (total of items 189 to 193)",2011-07-01,95936027
"Other loans and advances: (total of items 189 to 193)",2011-08-01,98469843
"Other loans and advances: (total of items 189 to 193)",2011-09-01,99722063
"Other loans and advances: (total of items 189 to 193)",2011-10-01,101018088
"Other loans and advances: (total of items 189 to 193)",2011-11-01,104229464
"Other loans and advances: (total of items 189 to 193)",2011-12-01,106893888
"Other loans and advances: (total of items 189 to 193)",2012-01-01,106146828
"Other loans and advances: (total of items 189 to 193)",2012-02-01,109951578
"Other loans and advances: (total of items 189 to 193)",2012-03-01,114686759
"Other loans and advances: (total of items 189 to 193)",2012-04-01,112623119
"Other loans and advances: (total of items 189 to 193)",2012-05-01,111754822
"Other loans and advances: (total of items 189 to 193)",2012-06-01,109033993
"Other loans and advances: (total of items 189 to 193)",2012-07-01,108647835
"Other loans and advances: (total of items 189 to 193)",2012-08-01,112877724
"Other loans and advances: (total of items 189 to 193)",2012-09-01,113449696
"Other loans and advances: (total of items 189 to 193)",2012-10-01,113073545
"Other loans and advances: (total of items 189 to 193)",2012-11-01,115789491
"Other loans and advances: (total of items 189 to 193)",2012-12-01,122461038
"Other loans and advances: (total of items 189 to 193)",2013-01-01,117304998
"Other loans and advances: (total of items 189 to 193)",2013-02-01,119227307
"Other loans and advances: (total of items 189 to 193)",2013-03-01,122111486
"Other loans and advances: (total of items 189 to 193)",2013-04-01,123593231
"Other loans and advances: (total of items 189 to 193)",2013-05-01,125987181
"Other loans and advances: (total of items 189 to 193)",2013-06-01,126054546
"Other loans and advances: (total of items 189 to 193)",2013-07-01,128111612
"Other loans and advances: (total of items 189 to 193)",2013-08-01,132791112
"Other loans and advances: (total of items 189 to 193)",2013-09-01,134418069
"Other loans and advances: (total of items 189 to 193)",2013-10-01,131894027
"Other loans and advances: (total of items 189 to 193)",2013-11-01,134725921
"Other loans and advances: (total of items 189 to 193)",2013-12-01,132844068
"Other loans and advances: (total of items 189 to 193)",2014-01-01,134736805
"Other loans and advances: (total of items 189 to 193)",2014-02-01,137585971
"Other loans and advances: (total of items 189 to 193)",2014-03-01,141831045
"Other loans and advances: (total of items 189 to 193)",2014-04-01,139414416
"Other loans and advances: (total of items 189 to 193)",2014-05-01,145931139
"Other loans and advances: (total of items 189 to 193)",2014-06-01,144654977
"Other loans and advances: (total of items 189 to 193)",2014-07-01,147295895
"Other loans and advances: (total of items 189 to 193)",2014-08-01,145447935
"Other loans and advances: (total of items 189 to 193)",2014-09-01,144168910
"Other loans and advances: (total of items 189 to 193)",2014-10-01,143832614
"Other loans and advances: (total of items 189 to 193)",2014-11-01,143196931
"Other loans and advances: (total of items 189 to 193)",2014-12-01,141498113
"Other loans and advances: (total of items 189 to 193)",2015-01-01,142491635
"Other loans and advances: (total of items 189 to 193)",2015-02-01,143337061
"Other loans and advances: (total of items 189 to 193)",2015-03-01,145183879
"Other loans and advances: (total of items 189 to 193)",2015-04-01,147982178
"Other loans and advances: (total of items 189 to 193)",2015-05-01,149807752
"Other loans and advances: (total of items 189 to 193)",2015-06-01,153360354
"Other loans and advances: (total of items 189 to 193)",2015-07-01,156966512
"Other loans and advances: (total of items 189 to 193)",2015-08-01,156850095
"Other loans and advances: (total of items 189 to 193)",2015-09-01,158285310
"Other loans and advances: (total of items 189 to 193)",2015-10-01,160014271
"Other loans and advances: (total of items 189 to 193)",2015-11-01,159955269
"Other loans and advances: (total of items 189 to 193)",2015-12-01,168091596
"Other loans and advances: (total of items 189 to 193)",2016-01-01,166640088
"Other loans and advances: (total of items 189 to 193)",2016-02-01,169571773
"Other loans and advances: (total of items 189 to 193)",2016-03-01,176833792
"Other loans and advances: (total of items 189 to 193)",2016-04-01,174808812
"Other loans and advances: (total of items 189 to 193)",2016-05-01,173335701
"Other loans and advances: (total of items 189 to 193)",2016-06-01,172204591
"Other loans and advances: (total of items 189 to 193)",2016-07-01,176641168
"Other loans and advances: (total of items 189 to 193)",2016-08-01,180237809
"Other loans and advances: (total of items 189 to 193)",2016-09-01,182055499
"Other loans and advances: (total of items 189 to 193)",2016-10-01,180545185
"Other loans and advances: (total of items 189 to 193)",2016-11-01,177704120
"Other loans and advances: (total of items 189 to 193)",2016-12-01,179592857
"Other loans and advances: (total of items 189 to 193)",2017-01-01,182200480
"Other loans and advances: (total of items 189 to 193)",2017-02-01,180220218
"Other loans and advances: (total of items 189 to 193)",2017-03-01,179989409
"Other loans and advances: (total of items 189 to 193)",2017-04-01,177606528
"Other loans and advances: (total of items 189 to 193)",2017-05-01,176684151
"Other loans and advances: (total of items 189 to 193)",2017-06-01,169826113
"Other loans and advances: (total of items 189 to 193)",2017-07-01,168895798
"Other loans and advances: (total of items 189 to 193)",2017-08-01,167277930
"Other loans and advances: (total of items 189 to 193)",2017-09-01,171409384
"Other loans and advances: (total of items 189 to 193)",2017-10-01,166569591
"Other loans and advances: (total of items 189 to 193)",2017-11-01,166371594
"Other loans and advances: (total of items 189 to 193)",2017-12-01,166597811
"Other loans and advances: (total of items 189 to 193)",2018-01-01,175439612
"Other loans and advances: (total of items 189 to 193)",2018-02-01,178866342
"Other loans and advances: (total of items 189 to 193)",2018-03-01,183698515
"Other loans and advances: (total of items 189 to 193)",2018-04-01,177281771
"Other loans and advances: (total of items 189 to 193)",2018-05-01,173529810
"Other loans and advances: (total of items 189 to 193)",2018-06-01,173315273
"Other loans and advances: (total of items 189 to 193)",2018-07-01,175682329
"Other loans and advances: (total of items 189 to 193)",2018-08-01,182808521
"Other loans and advances: (total of items 189 to 193)",2018-09-01,188635082
"Other loans and advances: (total of items 189 to 193)",2018-10-01,185597432
"Other loans and advances: (total of items 189 to 193)",2018-11-01,187120461
"Other loans and advances: (total of items 189 to 193)",2018-12-01,182356424
"Other loans and advances: (total of items 189 to 193)",2019-01-01,188435411
"Other loans and advances: (total of items 189 to 193)",2019-02-01,194030633
"Other loans and advances: (total of items 189 to 193)",2019-03-01,191446139
"Other loans and advances: (total of items 189 to 193)",2019-04-01,191707606
"Other loans and advances: (total of items 189 to 193)",2019-05-01,191775745
"Other loans and advances: (total of items 189 to 193)",2019-06-01,191018627
"Other loans and advances: (total of items 189 to 193)",2019-07-01,194149177
"Other loans and advances: (total of items 189 to 193)",2019-08-01,201225454
"Other loans and advances: (total of items 189 to 193)",2019-09-01,191752303
"Other loans and advances: (total of items 189 to 193)",2019-10-01,196091830
"Other loans and advances: (total of items 189 to 193)",2019-11-01,198676637
"Other loans and advances: (total of items 189 to 193)",2019-12-01,191578616
"Other loans and advances: (total of items 189 to 193)",2020-01-01,189107171
"Other loans and advances: (total of items 189 to 193)",2020-02-01,196221260
"Other loans and advances: (total of items 189 to 193)",2020-03-01,194205124
"Other loans and advances: (total of items 189 to 193)",2020-04-01,202220248
"Other loans and advances: (total of items 189 to 193)",2020-05-01,205221825
"Other loans and advances: (total of items 189 to 193)",2020-06-01,198869897
"Other loans and advances: (total of items 189 to 193)",2020-07-01,202237403
"Other loans and advances: (total of items 189 to 193)",2020-08-01,202279663
"Other loans and advances: (total of items 189 to 193)",2020-09-01,195014572
"Other loans and advances: (total of items 189 to 193)",2020-10-01,200947290
"Other loans and advances: (total of items 189 to 193)",2020-11-01,204610254
"Other loans and advances: (total of items 189 to 193)",2020-12-01,195374066
"Other loans and advances: (total of items 189 to 193)",2021-01-01,193363490
"Other loans and advances: (total of items 189 to 193)",2021-02-01,195129525
"Other loans and advances: (total of items 189 to 193)",2021-03-01,184946532
"Other loans and advances: (total of items 189 to 193)",2021-04-01,184503116
"Other loans and advances: (total of items 189 to 193)",2021-05-01,187068453
"Other loans and advances: (total of items 189 to 193)",2021-06-01,176755990
"Other loans and advances: (total of items 189 to 193)",2021-07-01,183339929
"Other loans and advances: (total of items 189 to 193)",2021-08-01,179850964
"Other loans and advances: (total of items 189 to 193)",2021-09-01,178760519
"Other loans and advances: (total of items 189 to 193)",2021-10-01,179901842
"Other loans and advances: (total of items 189 to 193)",2021-11-01,185843971
"Other loans and advances: (total of items 189 to 193)",2021-12-01,190552856
"Other loans and advances: (total of items 189 to 193)",2022-01-01,190350290
"Other loans and advances: (total of items 189 to 193)",2022-02-01,189331867
"Other loans and advances: (total of items 189 to 193)",2022-03-01,192260299
"Other loans and advances: (total of items 189 to 193)",2022-04-01,194291723
"Other loans and advances: (total of items 189 to 193)",2022-05-01,191169336
"Other loans and advances: (total of items 189 to 193)",2022-06-01,191004789
"Other loans and advances: (total of items 189 to 193)",2022-07-01,193765811
"Other loans and advances: (total of items 189 to 193)",2022-08-01,199569803
"Other loans and advances: (total of items 189 to 193)",2022-09-01,195620795
"Other loans and advances: (total of items 189 to 193)",2022-10-01,196889462
"Other loans and advances: (total of items 189 to 193)",2022-11-01,199594839
"Other loans and advances: (total of items 189 to 193)",2022-12-01,196826023
"Other loans and advances: (total of items 189 to 193)",2023-01-01,203281334
"Other loans and advances: (total of items 189 to 193)",2023-02-01,217807977
"Other loans and advances: (total of items 189 to 193)",2023-03-01,213616407
"Other loans and advances: (total of items 189 to 193)",2023-04-01,221120898
"Other loans and advances: (total of items 189 to 193)",2023-05-01,210455896
"Other loans and advances: (total of items 189 to 193)",2023-06-01,211757108
"Other loans and advances: (total of items 189 to 193)",2023-07-01,216311879
"Other loans and advances: (total of items 189 to 193)",2023-08-01,217059217
"Financial corporate sector-4",2008-01-01,14927546
"Financial corporate sector-4",2008-02-01,14494860
"Financial corporate sector-4",2008-03-01,12560690
"Financial corporate sector-4",2008-04-01,15954921
"Financial corporate sector-4",2008-05-01,15189735
"Financial corporate sector-4",2008-06-01,15415125
"Financial corporate sector-4",2008-07-01,14799285
"Financial corporate sector-4",2008-08-01,15920976
"Financial corporate sector-4",2008-09-01,15782494
"Financial corporate sector-4",2008-10-01,16324758
"Financial corporate sector-4",2008-11-01,16453149
"Financial corporate sector-4",2008-12-01,17273335
"Financial corporate sector-4",2009-01-01,14736181
"Financial corporate sector-4",2009-02-01,14046520
"Financial corporate sector-4",2009-03-01,12640470
"Financial corporate sector-4",2009-04-01,12948911
"Financial corporate sector-4",2009-05-01,11895056
"Financial corporate sector-4",2009-06-01,13800891
"Financial corporate sector-4",2009-07-01,14291344
"Financial corporate sector-4",2009-08-01,8715878
"Financial corporate sector-4",2009-09-01,9838791
"Financial corporate sector-4",2009-10-01,10450362
"Financial corporate sector-4",2009-11-01,11868686
"Financial corporate sector-4",2009-12-01,8480853
"Financial corporate sector-4",2010-01-01,9394973
"Financial corporate sector-4",2010-02-01,9139670
"Financial corporate sector-4",2010-03-01,8504915
"Financial corporate sector-4",2010-04-01,8133678
"Financial corporate sector-4",2010-05-01,8965346
"Financial corporate sector-4",2010-06-01,7873013
"Financial corporate sector-4",2010-07-01,7246471
"Financial corporate sector-4",2010-08-01,10448707
"Financial corporate sector-4",2010-09-01,12147869
"Financial corporate sector-4",2010-10-01,12991527
"Financial corporate sector-4",2010-11-01,13021594
"Financial corporate sector-4",2010-12-01,14998277
"Financial corporate sector-4",2011-01-01,13596677
"Financial corporate sector-4",2011-02-01,12724047
"Financial corporate sector-4",2011-03-01,13409429
"Financial corporate sector-4",2011-04-01,13449023
"Financial corporate sector-4",2011-05-01,10693259
"Financial corporate sector-4",2011-06-01,10600256
"Financial corporate sector-4",2011-07-01,11534606
"Financial corporate sector-4",2011-08-01,12802480
"Financial corporate sector-4",2011-09-01,14029155
"Financial corporate sector-4",2011-10-01,14485505
"Financial corporate sector-4",2011-11-01,14167384
"Financial corporate sector-4",2011-12-01,14854978
"Financial corporate sector-4",2012-01-01,12657057
"Financial corporate sector-4",2012-02-01,11834599
"Financial corporate sector-4",2012-03-01,12845203
"Financial corporate sector-4",2012-04-01,11326717
"Financial corporate sector-4",2012-05-01,11852438
"Financial corporate sector-4",2012-06-01,10634974
"Financial corporate sector-4",2012-07-01,12338122
"Financial corporate sector-4",2012-08-01,12371648
"Financial corporate sector-4",2012-09-01,12803771
"Financial corporate sector-4",2012-10-01,11923482
"Financial corporate sector-4",2012-11-01,13390769
"Financial corporate sector-4",2012-12-01,15344505
"Financial corporate sector-4",2013-01-01,12537712
"Financial corporate sector-4",2013-02-01,13717570
"Financial corporate sector-4",2013-03-01,13429116
"Financial corporate sector-4",2013-04-01,13625059
"Financial corporate sector-4",2013-05-01,13341376
"Financial corporate sector-4",2013-06-01,11627950
"Financial corporate sector-4",2013-07-01,13772282
"Financial corporate sector-4",2013-08-01,14429986
"Financial corporate sector-4",2013-09-01,16919731
"Financial corporate sector-4",2013-10-01,15222054
"Financial corporate sector-4",2013-11-01,19914195
"Financial corporate sector-4",2013-12-01,16637514
"Financial corporate sector-4",2014-01-01,16393397
"Financial corporate sector-4",2014-02-01,19178506
"Financial corporate sector-4",2014-03-01,22162155
"Financial corporate sector-4",2014-04-01,21294094
"Financial corporate sector-4",2014-05-01,24194318
"Financial corporate sector-4",2014-06-01,25648128
"Financial corporate sector-4",2014-07-01,25547597
"Financial corporate sector-4",2014-08-01,24253031
"Financial corporate sector-4",2014-09-01,26183431
"Financial corporate sector-4",2014-10-01,25577674
"Financial corporate sector-4",2014-11-01,24148778
"Financial corporate sector-4",2014-12-01,22473708
"Financial corporate sector-4",2015-01-01,22572037
"Financial corporate sector-4",2015-02-01,21989614
"Financial corporate sector-4",2015-03-01,21194895
"Financial corporate sector-4",2015-04-01,25755778
"Financial corporate sector-4",2015-05-01,23817578
"Financial corporate sector-4",2015-06-01,25116880
"Financial corporate sector-4",2015-07-01,26361176
"Financial corporate sector-4",2015-08-01,26265892
"Financial corporate sector-4",2015-09-01,29404403
"Financial corporate sector-4",2015-10-01,30809782
"Financial corporate sector-4",2015-11-01,33026856
"Financial corporate sector-4",2015-12-01,34072443
"Financial corporate sector-4",2016-01-01,34336387
"Financial corporate sector-4",2016-02-01,35542807
"Financial corporate sector-4",2016-03-01,38665910
"Financial corporate sector-4",2016-04-01,39464011
"Financial corporate sector-4",2016-05-01,34725556
"Financial corporate sector-4",2016-06-01,36588893
"Financial corporate sector-4",2016-07-01,38856974
"Financial corporate sector-4",2016-08-01,39270540
"Financial corporate sector-4",2016-09-01,41406838
"Financial corporate sector-4",2016-10-01,38928453
"Financial corporate sector-4",2016-11-01,39534590
"Financial corporate sector-4",2016-12-01,43360008
"Financial corporate sector-4",2017-01-01,44054912
"Financial corporate sector-4",2017-02-01,46908351
"Financial corporate sector-4",2017-03-01,41409090
"Financial corporate sector-4",2017-04-01,39919051
"Financial corporate sector-4",2017-05-01,40340590
"Financial corporate sector-4",2017-06-01,34498813
"Financial corporate sector-4",2017-07-01,34570555
"Financial corporate sector-4",2017-08-01,33612183
"Financial corporate sector-4",2017-09-01,38289088
"Financial corporate sector-4",2017-10-01,35369930
"Financial corporate sector-4",2017-11-01,33546753
"Financial corporate sector-4",2017-12-01,31773148
"Financial corporate sector-4",2018-01-01,39205614
"Financial corporate sector-4",2018-02-01,44039536
"Financial corporate sector-4",2018-03-01,45459629
"Financial corporate sector-4",2018-04-01,40123500
"Financial corporate sector-4",2018-05-01,39095878
"Financial corporate sector-4",2018-06-01,44540142
"Financial corporate sector-4",2018-07-01,44272613
"Financial corporate sector-4",2018-08-01,45547736
"Financial corporate sector-4",2018-09-01,48951014
"Financial corporate sector-4",2018-10-01,45288570
"Financial corporate sector-4",2018-11-01,45312940
"Financial corporate sector-4",2018-12-01,40722835
"Financial corporate sector-4",2019-01-01,46264825
"Financial corporate sector-4",2019-02-01,49226048
"Financial corporate sector-4",2019-03-01,47978722
"Financial corporate sector-4",2019-04-01,46391691
"Financial corporate sector-4",2019-05-01,44589975
"Financial corporate sector-4",2019-06-01,44294560
"Financial corporate sector-4",2019-07-01,47725187
"Financial corporate sector-4",2019-08-01,50869958
"Financial corporate sector-4",2019-09-01,45708559
"Financial corporate sector-4",2019-10-01,47436559
"Financial corporate sector-4",2019-11-01,49906470
"Financial corporate sector-4",2019-12-01,44753753
"Financial corporate sector-4",2020-01-01,47963024
"Financial corporate sector-4",2020-02-01,56021659
"Financial corporate sector-4",2020-03-01,49058184
"Financial corporate sector-4",2020-04-01,48562915
"Financial corporate sector-4",2020-05-01,48414912
"Financial corporate sector-4",2020-06-01,51046000
"Financial corporate sector-4",2020-07-01,54167711
"Financial corporate sector-4",2020-08-01,57411478
"Financial corporate sector-4",2020-09-01,56151946
"Financial corporate sector-4",2020-10-01,58864610
"Financial corporate sector-4",2020-11-01,64911470
"Financial corporate sector-4",2020-12-01,57515460
"Financial corporate sector-4",2021-01-01,58462317
"Financial corporate sector-4",2021-02-01,59304834
"Financial corporate sector-4",2021-03-01,53373633
"Financial corporate sector-4",2021-04-01,53632361
"Financial corporate sector-4",2021-05-01,57405376
"Financial corporate sector-4",2021-06-01,53401368
"Financial corporate sector-4",2021-07-01,55381402
"Financial corporate sector-4",2021-08-01,52000379
"Financial corporate sector-4",2021-09-01,51908229
"Financial corporate sector-4",2021-10-01,54768612
"Financial corporate sector-4",2021-11-01,58299405
"Financial corporate sector-4",2021-12-01,62686965
"Financial corporate sector-4",2022-01-01,59118533
"Financial corporate sector-4",2022-02-01,58812230
"Financial corporate sector-4",2022-03-01,62646479
"Financial corporate sector-4",2022-04-01,62413166
"Financial corporate sector-4",2022-05-01,60482977
"Financial corporate sector-4",2022-06-01,60733437
"Financial corporate sector-4",2022-07-01,61835566
"Financial corporate sector-4",2022-08-01,65287378
"Financial corporate sector-4",2022-09-01,61183591
"Financial corporate sector-4",2022-10-01,58008655
"Financial corporate sector-4",2022-11-01,60163507
"Financial corporate sector-4",2022-12-01,54372421
"Financial corporate sector-4",2023-01-01,61170563
"Financial corporate sector-4",2023-02-01,74190342
"Financial corporate sector-4",2023-03-01,66923390
"Financial corporate sector-4",2023-04-01,70327054
"Financial corporate sector-4",2023-05-01,66614187
"Financial corporate sector-4",2023-06-01,72455910
"Financial corporate sector-4",2023-07-01,79458731
"Financial corporate sector-4",2023-08-01,71217175
"Non-financial corporate sector-5",2008-01-01,41065480
"Non-financial corporate sector-5",2008-02-01,42918770
"Non-financial corporate sector-5",2008-03-01,48536401
"Non-financial corporate sector-5",2008-04-01,52044836
"Non-financial corporate sector-5",2008-05-01,50207382
"Non-financial corporate sector-5",2008-06-01,51037419
"Non-financial corporate sector-5",2008-07-01,51126936
"Non-financial corporate sector-5",2008-08-01,56314583
"Non-financial corporate sector-5",2008-09-01,57514958
"Non-financial corporate sector-5",2008-10-01,61469395
"Non-financial corporate sector-5",2008-11-01,61705966
"Non-financial corporate sector-5",2008-12-01,62597723
"Non-financial corporate sector-5",2009-01-01,63943230
"Non-financial corporate sector-5",2009-02-01,64396062
"Non-financial corporate sector-5",2009-03-01,70692905
"Non-financial corporate sector-5",2009-04-01,65749025
"Non-financial corporate sector-5",2009-05-01,63426586
"Non-financial corporate sector-5",2009-06-01,62795920
"Non-financial corporate sector-5",2009-07-01,62727033
"Non-financial corporate sector-5",2009-08-01,61052969
"Non-financial corporate sector-5",2009-09-01,58083135
"Non-financial corporate sector-5",2009-10-01,57630905
"Non-financial corporate sector-5",2009-11-01,54825999
"Non-financial corporate sector-5",2009-12-01,64140014
"Non-financial corporate sector-5",2010-01-01,64561657
"Non-financial corporate sector-5",2010-02-01,64878488
"Non-financial corporate sector-5",2010-03-01,63737118
"Non-financial corporate sector-5",2010-04-01,65201996
"Non-financial corporate sector-5",2010-05-01,66493272
"Non-financial corporate sector-5",2010-06-01,66175983
"Non-financial corporate sector-5",2010-07-01,70241804
"Non-financial corporate sector-5",2010-08-01,69836562
"Non-financial corporate sector-5",2010-09-01,69872584
"Non-financial corporate sector-5",2010-10-01,69206132
"Non-financial corporate sector-5",2010-11-01,69447991
"Non-financial corporate sector-5",2010-12-01,68773242
"Non-financial corporate sector-5",2011-01-01,69334296
